,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.52,0.8,0.63,0.49,0.42,0.63,0.55,0.75,0.59,0.48,0.58,0.44,0.4,0.47,0.52
autowikibrowser.csv,0.52,0.56,0.44,0.45,0.31,0.46,0.62,0.46,0.39,0.52,0.42,0.48,0.44,0.4,0.55
biodwh.csv,0.49,0.55,0.53,0.56,0.88,0.49,0.96,0.84,0.41,0.43,0.88,0.43,0.63,0.92,0.9
cities3d.csv,0.48,0.42,0.49,0.97,0.36,0.55,0.62,0.59,0.53,0.52,0.85,0.76,0.83,0.44,0.72
dynalloy.csv,0.58,0.73,0.62,0.41,0.38,0.53,0.74,0.97,0.44,0.72,0.38,0.54,0.49,0.74,0.58
enzo.csv,0.41,0.41,0.42,0.35,0.31,0.45,0.37,0.49,0.41,0.38,0.42,0.34,0.36,0.32,0.36
genecys.csv,0.35,0.36,0.41,0.34,0.45,0.42,0.41,0.54,0.4,0.37,0.39,0.36,0.36,0.35,0.43
kmatplot.csv,0.85,0.94,0.91,0.96,0.53,0.91,0.73,0.7,0.93,0.5,0.83,0.78,0.86,0.92,0.61
modplug.csv,0.45,0.46,0.46,0.47,0.4,0.46,0.39,0.57,0.42,0.49,0.34,0.41,0.39,0.35,0.41
nabu-library.csv,0.4,0.48,0.45,0.49,0.29,0.44,0.97,0.59,0.38,0.43,0.45,0.42,0.45,0.42,0.95
natpad.csv,0.61,0.5,0.61,0.72,0.44,0.61,0.62,0.67,0.51,0.64,0.46,0.64,0.74,0.4,0.57
nebuladevice.csv,0.89,0.93,0.99,0.94,0.5,0.8,0.95,0.9,0.89,0.92,0.5,0.93,0.83,0.75,0.92
ossbuild.csv,0.65,0.94,0.92,0.67,0.6,0.95,0.97,0.98,0.92,0.96,0.63,0.86,0.62,0.94,0.92
xemeiah.csv,0.51,0.5,0.54,0.72,0.32,0.58,0.56,0.65,0.46,0.51,0.47,0.55,0.68,0.41,0.39
xined.csv,0.93,0.97,0.61,0.98,0.86,0.67,0.8,0.97,0.8,0.75,0.9,0.67,0.9,0.67,0.86
