,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.39,0.92,0.8,0.86,0.8,0.0,0.88,0.5,0.0,0.93,0.0,0.88,0.0,0.5
chaperon.csv,0.54,0.59,0.46,0.53,0.93,0.64,0.59,0.48,0.88,0.88,0.56,0.48,0.54,0.8,0.45
co-ode-owl-plugins.csv,0.65,0.38,0.96,0.9,0.4,0.46,0.68,0.52,0.57,0.85,0.43,0.58,0.92,0.74,0.8
e-bio-flow.csv,0.75,0.35,0.9,0.82,0.64,0.48,0.65,0.88,0.61,0.63,0.65,0.45,0.86,0.64,0.89
free-evolution.csv,0.52,0.3,0.35,0.33,0.36,0.37,0.54,0.29,0.55,0.46,0.36,0.64,0.43,0.61,0.33
jaxlib.csv,0.83,0.67,0.86,0.8,0.43,0.79,0.82,0.8,0.54,0.4,0.82,0.46,0.64,0.46,0.75
jmonkeyengine.csv,0.44,0.81,0.73,0.68,0.58,0.53,0.52,0.83,0.46,0.55,0.82,0.36,0.6,0.47,0.58
jmule.csv,0.61,0.34,0.42,0.37,0.32,0.43,0.55,0.31,0.49,0.41,0.39,0.45,0.45,0.58,0.48
kaffeine.csv,0.37,0.36,0.38,0.34,0.29,0.33,0.41,0.3,0.39,0.34,0.41,0.36,0.34,0.43,0.35
nodal.csv,0.5,0.86,0.82,0.63,0.46,0.68,0.83,0.46,0.67,0.62,0.94,0.98,0.86,0.93,0.73
ogrehg.csv,0.7,0.39,0.62,0.52,0.48,0.48,0.51,0.45,0.65,0.89,0.46,0.41,0.78,0.69,0.86
onotoa.csv,0.92,0.87,0.95,0.64,0.45,0.7,0.66,0.82,0.76,0.94,0.8,0.74,0.94,0.78,0.5
papertoolkit.csv,0.5,0.73,0.54,0.88,0.94,0.72,0.56,0.37,0.0,0.91,0.51,0.79,0.85,0.88,0.55
