,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.72,0.0,0.26,0.12,0.11,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.15
chaperon.csv,0.67,0.45,0.12,0.36,0.34,0.23,0.45,0.0,0.67,0.42,0.04,0.66,0.07,0.12,0.49
co-ode-owl-plugins.csv,0.48,0.51,0.54,0.21,0.72,0.48,0.49,0.14,0.0,0.28,0.03,0.53,0.13,0.27,0.28
e-bio-flow.csv,0.28,0.6,0.14,0.41,0.4,0.62,0.35,0.2,0.0,0.24,0.06,0.56,0.2,0.31,0.24
free-evolution.csv,0.57,0.67,0.14,0.37,0.65,0.47,0.45,0.08,0.27,0.53,0.03,0.54,0.0,0.44,0.63
jaxlib.csv,0.22,0.27,0.49,0.17,0.82,0.26,0.41,0.57,0.1,0.35,0.05,0.6,0.06,0.4,0.14
jmonkeyengine.csv,0.85,0.16,0.14,0.49,0.66,0.35,0.57,0.25,0.13,0.26,0.0,0.92,0.18,0.32,0.33
jmule.csv,0.48,0.63,0.17,0.43,0.72,0.52,0.57,0.08,0.05,0.41,0.03,0.66,0.12,0.37,0.86
kaffeine.csv,0.89,0.56,0.19,0.48,0.78,0.52,0.54,0.08,0.19,0.43,0.04,0.95,0.1,0.36,0.62
nodal.csv,0.04,0.21,0.06,0.27,0.58,0.45,0.3,0.08,0.15,0.57,0.0,0.35,0.2,0.09,0.46
ogrehg.csv,0.34,0.6,0.37,0.35,0.61,0.48,0.63,0.06,0.0,0.12,0.0,0.68,0.19,0.37,0.19
onotoa.csv,0.36,0.16,0.6,0.33,0.78,0.38,0.46,0.11,0.0,0.25,0.04,0.58,0.1,0.32,0.0
papertoolkit.csv,0.54,0.43,0.25,0.15,0.33,0.18,0.37,0.06,0.0,0.18,0.0,0.32,0.38,0.15,0.41
