,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.6,0.75,0.21,0.74,0.69,0.7,0.39,0.94,0.78,0.03,0.54
biopax.csv,0.59,0.59,0.15,0.64,0.51,0.65,0.38,0.85,1.0,0.03,0.45
crux-framework.csv,0.5,0.45,0.15,0.6,0.42,0.55,0.15,0.91,0.62,0.21,0.25
kml.csv,0.58,0.52,0.15,0.65,0.82,0.63,0.38,0.85,0.78,0.03,0.47
les-indemodables.csv,0.66,0.58,0.18,0.79,0.64,0.82,0.57,0.75,0.85,0.03,0.65
metacosm.csv,0.68,0.69,0.18,0.72,0.74,0.83,0.47,0.89,0.98,0.0,0.73
moviesandbox.csv,0.69,0.87,0.13,0.68,0.54,0.7,0.4,0.91,0.92,0.03,0.54
sigil.csv,0.67,0.83,0.2,0.83,1.0,0.86,0.44,0.94,0.98,0.04,0.55
unflobtactical.csv,0.66,0.78,0.14,0.81,0.67,0.75,0.37,0.89,0.84,0.03,0.48
xtreemfs.csv,0.6,0.55,0.2,0.67,0.62,0.71,0.39,0.95,0.94,0.04,0.56
yale.csv,0.47,0.51,0.25,0.52,0.49,0.55,0.28,0.78,0.75,0.0,0.56
