,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.42,0.44,0.49,0.49,0.51,0.58,0.64,0.36,0.56,0.44,0.48,0.45,0.39,0.59,0.64
bl-toolkit.csv,0.5,0.78,0.46,0.44,0.63,0.46,0.41,0.62,0.44,0.55,0.44,0.38,0.67,0.46,0.41
bochs.csv,0.45,0.48,0.4,0.43,0.66,0.42,0.83,0.4,0.56,0.53,0.42,0.44,0.38,0.37,0.51
emeraldemu.csv,0.62,0.59,0.49,0.56,0.68,0.92,0.86,0.49,0.63,0.7,0.48,0.59,0.46,0.44,0.89
fbmanager.csv,0.41,0.47,0.43,0.35,0.56,0.45,0.42,0.39,0.41,0.44,0.75,0.69,0.37,0.38,0.75
modellus.csv,0.86,0.76,0.57,0.46,0.88,0.58,0.52,0.55,0.5,0.58,0.65,0.42,0.41,0.34,0.62
openmalaria.csv,0.33,0.43,0.36,0.34,0.39,0.41,0.39,0.34,0.47,0.36,0.41,0.33,0.37,0.31,0.52
pi-qmc.csv,0.46,0.49,0.41,0.54,0.48,0.4,0.4,0.35,0.53,0.41,0.62,0.41,0.39,0.54,0.5
plplot.csv,0.9,0.55,0.84,0.57,0.73,0.76,0.44,0.79,0.48,0.55,0.62,0.48,0.42,0.37,0.6
powerfolder.csv,0.41,0.54,0.43,0.46,0.72,0.92,0.74,0.35,0.52,0.69,0.52,0.51,0.38,0.94,0.52
psycle.csv,0.42,0.47,0.4,0.38,0.57,0.42,0.4,0.37,0.41,0.42,0.42,0.38,0.36,0.34,0.56
qgis.csv,0.5,0.58,0.5,0.54,0.65,0.91,0.0,0.44,0.75,0.59,0.49,0.84,0.43,0.49,0.7
sbml.csv,0.38,0.42,0.37,0.35,0.47,0.41,0.37,0.34,0.39,0.5,0.4,0.36,0.36,0.32,0.48
unimrcp.csv,0.64,0.48,0.57,0.66,0.79,0.91,0.4,0.55,0.5,0.7,0.58,0.42,0.42,0.69,0.58
wow-qrsk.csv,0.67,0.91,0.51,0.56,0.68,0.4,0.92,0.88,0.6,0.73,0.94,0.49,0.92,0.75,0.0
