,id,expected,max_bell,avge,median,bellwether,size
54,2,1,2,1.5,0.79,logicmail.csv,2
50,3,2,1,1.71,0.63,benojt.csv,7
48,4,6,2,1.65,0.56,beast-mcmc.csv,17
56,5,3,5,2.2,0.615,springside.csv,10
22,6,6,8,3.78,0.595,google-collections.csv,18
17,7,5,2,1.12,0.38,chaosrts.csv,16
27,8,4,5,1.0,0.51,ngl.csv,11
25,10,0,0,0.0,0.21,atunes.csv,1
16,11,1,1,0.67,0.55,columba.csv,3
55,13,1,2,1.0,0.69,amanda.csv,3
57,14,5,3,2.62,0.47,bibedt.csv,17
49,15,5,4,1.5,0.48,gebr.csv,14
19,16,3,5,1.88,0.685,enlightenment.csv,8
24,17,1,0,0.0,0.375,voms.csv,2
14,18,1,1,0.67,0.34,lmms.csv,3
26,19,3,5,2.25,0.72,jmule.csv,8
13,20,5,1,1.21,0.535,gnupdate.csv,14
28,21,3,4,1.62,0.655,arianne.csv,8
58,22,4,5,2.82,0.63,auber.csv,11
15,27,2,2,0.57,0.55,bochs.csv,7
23,28,5,0,1.2,0.42,fluent-nhibernate.csv,15
18,29,5,5,2.81,0.595,jython.csv,16
38,30,6,10,6.39,0.72,itext.csv,19
33,31,2,1,1.0,0.54,smartgwt.csv,5
12,33,3,2,1.3,0.54,heekscad.csv,10
11,34,2,3,1.43,0.56,mob-sen-plat.csv,7
6,35,1,2,1.5,0.595,jajuk.csv,4
32,36,5,7,3.75,0.625,mpgravity.csv,16
39,37,6,9,4.0,0.6299999999999999,maya-work-in-progress.csv,18
31,38,2,3,2.14,0.57,mcmc-jags.csv,7
40,39,5,7,3.19,0.5900000000000001,zengine.csv,16
52,40,2,1,0.86,0.385,rtb-team.csv,8
46,41,5,3,1.8,0.56,applet2app.csv,15
20,42,2,2,1.17,0.45499999999999996,adaptagrams.csv,6
30,43,4,7,3.08,0.67,jcache.csv,13
29,44,7,6,3.7,0.595,etics.csv,20
21,45,1,2,1.0,0.59,pcgen.csv,4
45,46,2,1,0.8,0.54,jparsec.csv,5
53,47,7,7,5.25,0.6,neoengine.csv,20
47,48,3,2,1.44,0.54,toped.csv,9
51,49,2,5,2.14,0.67,mscore.csv,7
3,50,4,6,2.5,0.6799999999999999,sumatrapdf.csv,12
41,52,4,4,2.0,0.53,ivataopenportal.csv,11
37,53,5,2,1.75,0.53,oppna-program-hsatools.csv,17
36,54,1,2,1.67,0.68,rectracker.csv,3
42,55,6,1,1.33,0.385,anaxagora.csv,20
7,56,3,2,1.0,0.41,abbot.csv,9
5,57,6,6,2.78,0.565,plplot.csv,18
8,58,5,5,3.6,0.53,xcf.csv,17
1,59,1,2,2.0,0.935,glelite.csv,2
10,60,5,3,2.57,0.5700000000000001,flylinkdc.csv,14
0,61,3,4,1.7,0.615,barracudamvc.csv,10
35,62,2,2,1.17,0.56,nug.csv,6
43,63,6,10,4.89,0.67,kolmafia.csv,18
44,64,4,2,1.08,0.48,psrchive.csv,12
34,65,3,4,1.4,0.47000000000000003,zemljanka.csv,10
2,66,3,4,1.56,0.64,soar.csv,9
9,67,0,0,0.0,0.65,jrdf.csv,1
4,68,3,6,3.5,0.7,umber.csv,10
