,id,max_bell,avge,median,bellwether
0,1,3,1.86,0.62,springside.csv
1,9,1,1.0,0.6950000000000001,gpsmid.csv
2,12,6,3.0,0.66,psycle.csv
3,26,4,1.8,0.71,kdenlive.csv
4,32,9,4.56,0.645,jajuk.csv
5,51,4,2.29,0.59,gnome-jabber.csv
