,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,441.0,89.5,98.5,198.0,99.0,198.0,195.5,99.0,99.0,369.0,297.0,293.5
gmerlin.csv,387.5,936.5,94.5,0.0,99.0,0.0,191.0,98.5,0.0,1030.5,0.0,293.5
google-gears.csv,192.0,379.5,98.5,99.0,99.0,4641.0,294.0,99.0,99.0,464.5,198.0,293.5
gstreamer.csv,288.5,1328.5,98.5,297.0,99.0,198.0,474.0,99.0,99.0,274.5,197.5,293.5
lportal.csv,43.5,149.0,101.0,50.5,98.5,2437.0,261.5,0.0,197.5,58.0,297.0,241.5
metacosm.csv,178.0,1390.0,98.5,195.0,99.0,3948.5,358.5,99.0,98.5,274.5,197.5,190.0
mplayer-ce.csv,387.5,464.5,98.5,198.0,98.5,198.0,195.5,99.0,99.0,564.0,98.5,195.0
openmeetings.csv,291.0,278.5,96.5,198.0,98.5,198.0,172.0,99.0,99.0,376.0,197.5,190.0
qgis.csv,383.5,793.0,96.5,0.0,99.0,198.0,96.5,99.0,99.0,565.0,93.5,195.0
skia.csv,192.0,943.5,98.5,295.0,95.5,3008.5,300.0,97.5,99.0,261.5,197.5,75.5
wxcrp.csv,189.0,1235.0,98.5,198.0,197.0,6024.5,294.0,99.0,99.0,468.5,197.5,293.5
yafdotnet.csv,192.0,758.5,98.5,196.0,99.0,198.0,96.5,97.5,99.0,452.5,98.5,293.5
