,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,1.07,0.57,1.06,0.93,0.43,0.82,0.85,0.68,0.53,0.52,0.71,0.86,0.7,0.81,0.79,0.67,0.46,0.62,0.94,0.51
blogentis.csv,0.88,0.73,0.62,0.65,1.03,0.78,0.39,0.68,1.06,0.48,0.56,0.53,0.85,0.25,0.79,0.81,0.73,0.81,0.99,0.91
carabiner.csv,0.83,0.89,0.89,0.81,0.33,0.67,0.7,0.73,0.91,0.57,0.85,0.65,0.73,0.43,0.85,0.63,0.7,0.81,0.69,0.25
continuum-ide.csv,1.0,0.9,0.88,0.75,1.14,0.73,0.84,0.82,1.03,0.08,0.6,0.8,0.86,0.76,0.29,0.76,0.79,0.86,1.0,0.96
emulemorph.csv,1.0,0.82,0.75,0.66,0.92,1.05,0.54,1.0,0.8,1.04,0.98,1.0,0.36,0.64,0.88,1.03,0.95,0.59,0.98,1.01
gtad.csv,0.2,0.57,0.84,0.75,0.86,0.57,0.6,0.96,0.91,0.36,0.72,0.6,0.56,0.7,0.73,0.42,0.82,0.69,0.78,0.74
htmlunit.csv,0.41,0.81,0.89,0.56,0.71,0.54,0.68,0.88,0.66,0.66,0.46,0.2,0.65,0.48,0.64,0.72,0.68,0.61,0.71,0.62
jaxen.csv,0.85,0.87,0.91,0.58,1.01,0.65,0.81,0.87,0.37,1.34,0.62,0.1,0.9,0.77,0.9,0.81,0.87,0.81,0.63,0.89
jsr308-langtools.csv,0.76,0.71,1.0,1.0,0.91,0.91,1.0,1.0,0.84,1.0,1.0,0.99,1.0,0.12,0.92,1.0,0.95,0.99,0.84,1.0
jvcl.csv,0.5,0.95,1.0,0.4,0.82,0.82,0.66,0.96,0.57,1.01,0.9,0.65,0.69,0.97,0.79,0.85,0.91,1.0,0.78,0.88
kaffeine.csv,0.96,0.9,0.87,0.99,0.19,0.53,0.66,0.71,1.04,0.51,0.56,0.58,0.94,1.0,0.82,0.56,0.62,0.78,1.0,0.67
m-m-m.csv,0.63,0.71,0.54,0.88,0.67,0.75,0.95,0.32,0.95,0.9,0.96,0.99,1.0,0.87,0.78,0.91,0.84,0.91,0.99,0.98
motu.csv,0.87,0.81,0.99,0.97,0.67,0.93,1.0,0.83,0.88,1.0,0.99,0.99,0.7,0.91,0.66,0.46,0.72,0.64,0.89,0.67
nh3d.csv,1.0,0.69,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.42,0.73,0.71,0.94,0.88,0.39,0.77,0.85,1.06,0.33,0.68,0.83,1.03,0.47,0.64,0.62,0.52,0.84,0.93,0.64
stemkit.csv,1.01,0.75,1.0,0.56,0.71,1.05,0.73,0.71,0.55,1.04,0.72,1.0,0.48,0.57,0.94,0.96,0.9,0.39,0.73,0.92
taokgame.csv,0.57,0.97,1.0,0.74,0.92,0.93,0.78,0.94,0.1,1.05,0.92,0.82,0.57,0.81,0.85,1.0,0.85,0.85,0.63,0.73
wgs-assembler.csv,0.39,0.55,0.62,0.86,0.8,0.53,0.69,0.96,0.73,0.84,0.66,0.44,0.75,0.46,0.86,0.64,0.76,0.7,0.89,0.58
zabbix.csv,0.65,0.77,1.0,0.6,0.49,0.72,0.77,0.68,0.83,1.03,0.74,0.72,0.76,0.51,0.89,0.78,0.88,0.57,0.6,0.96
