,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.53,0.01,0.17,0.73,0.08,0.38,0.54,0.26,0.06,0.38,0.07,0.12,0.45,0.46,0.41,0.48,0.19,0.37,0.52
blogentis.csv,0.04,0.35,0.03,0.19,0.76,0.1,0.58,0.54,0.0,0.06,0.5,0.16,0.08,0.84,0.46,0.22,0.23,0.13,0.44,0.14
carabiner.csv,0.06,0.51,0.01,0.2,0.8,0.17,0.48,0.53,0.14,0.05,0.5,0.16,0.12,0.71,0.51,0.35,0.3,0.13,0.48,0.73
continuum-ide.csv,0.0,0.52,0.02,0.16,0.29,0.21,0.25,0.36,0.0,0.29,0.46,0.17,0.06,0.38,0.7,0.26,0.2,0.09,0.0,0.08
emulemorph.csv,0.0,0.27,0.12,0.22,0.15,0.0,0.46,0.0,0.25,0.0,0.04,0.0,0.23,0.51,0.2,0.0,0.07,0.19,0.03,0.05
gtad.csv,0.22,0.51,0.01,0.25,0.25,0.24,0.42,0.08,0.11,0.08,0.39,0.31,0.17,0.46,0.33,0.51,0.21,0.19,0.35,0.35
htmlunit.csv,0.12,0.5,0.01,0.23,0.44,0.19,0.38,0.21,0.22,0.05,0.57,0.38,0.12,0.67,0.45,0.41,0.26,0.18,0.44,0.42
jaxen.csv,0.06,0.46,0.02,0.24,0.83,0.14,0.4,0.73,0.38,0.0,0.45,0.56,0.08,0.71,0.39,0.39,0.27,0.13,0.49,0.4
jsr308-langtools.csv,0.07,0.4,0.0,0.0,0.89,0.12,0.41,0.91,0.21,0.03,0.0,0.11,0.0,0.93,0.49,0.36,0.28,0.14,0.51,0.46
jvcl.csv,0.29,0.1,0.0,0.35,0.31,0.19,0.36,0.08,0.26,0.0,0.18,0.14,0.15,0.06,0.29,0.22,0.15,0.0,0.35,0.18
kaffeine.csv,0.06,0.16,0.01,0.18,0.9,0.17,0.43,0.55,0.04,0.06,0.54,0.15,0.09,0.75,0.49,0.45,0.3,0.13,0.57,0.38
m-m-m.csv,0.07,0.4,0.03,0.13,0.63,0.14,0.34,0.84,0.09,0.04,0.38,0.11,0.03,0.55,0.44,0.38,0.25,0.08,0.44,0.47
motu.csv,0.06,0.52,0.02,0.19,0.71,0.1,0.38,0.81,0.14,0.0,0.48,0.11,0.12,0.7,0.46,0.48,0.29,0.16,0.51,0.53
nh3d.csv,0.05,0.41,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.36,0.11,0.0,0.69,0.47,0.36,0.28,0.14,0.57,0.46
sarasvati.csv,0.12,0.36,0.02,0.1,0.22,0.25,0.28,0.29,0.0,0.09,0.38,0.11,0.0,0.69,0.45,0.36,0.36,0.12,0.44,0.41
stemkit.csv,0.0,0.34,0.0,0.24,0.58,0.0,0.32,0.62,0.26,0.0,0.36,0.0,0.17,0.59,0.11,0.08,0.11,0.33,0.37,0.15
taokgame.csv,0.09,0.05,0.0,0.15,0.15,0.04,0.27,0.11,0.71,0.0,0.13,0.09,0.16,0.33,0.21,0.0,0.16,0.1,0.47,0.33
wgs-assembler.csv,0.12,0.52,0.03,0.11,0.34,0.18,0.34,0.08,0.17,0.04,0.41,0.26,0.09,0.68,0.2,0.44,0.27,0.15,0.28,0.46
zabbix.csv,0.08,0.51,0.0,0.24,0.68,0.11,0.28,0.51,0.12,0.0,0.34,0.1,0.09,0.68,0.17,0.29,0.19,0.21,0.5,0.18
