,f1,g,recall,precision,pf,wins
anaxagora.csv,0.375,0.51,0.605,0.26,0.535,15
blogentis.csv,0.20500000000000002,0.44,0.5800000000000001,0.195,0.39,10
carabiner.csv,0.32499999999999996,0.535,0.79,0.22,0.655,16
continuum-ide.csv,0.20500000000000002,0.28,0.24,0.175,0.225,4
emulemorph.csv,0.095,0.08,0.065,0.135,0.08,0
gtad.csv,0.25,0.36,0.315,0.28500000000000003,0.14500000000000002,12
htmlunit.csv,0.32,0.5449999999999999,0.54,0.255,0.39,18
jaxen.csv,0.39,0.46499999999999997,0.775,0.255,0.8,14
jsr308-langtools.csv,0.245,0.05,0.955,0.14,0.91,1
jvcl.csv,0.18,0.195,0.16499999999999998,0.29000000000000004,0.055,6
kaffeine.csv,0.24,0.48,0.785,0.25,0.525,17
m-m-m.csv,0.29500000000000004,0.4,0.71,0.185,0.745,8
motu.csv,0.33499999999999996,0.43,0.8049999999999999,0.21,0.8,9
nh3d.csv,0.36,0.0,1.0,0.24,1.0,3
sarasvati.csv,0.265,0.445,0.45499999999999996,0.245,0.335,13
stemkit.csv,0.20500000000000002,0.325,0.28500000000000003,0.16,0.245,5
taokgame.csv,0.14,0.22499999999999998,0.19,0.19,0.21,2
wgs-assembler.csv,0.23,0.505,0.5,0.2,0.375,11
zabbix.csv,0.2,0.43,0.41000000000000003,0.14500000000000002,0.37,7
