,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,7.0,0.0,3.0,2.0,2.0,0.0,168.0,0.0,67.0,0.0,0.0,0.0,0.0
badtrinity-zero.csv,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
bibletime.csv,0.0,0.0,2.0,18.0,1.0,10.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0
critterding.csv,0.0,0.0,0.0,14.0,0.0,10.0,2.0,5.0,17.0,0.0,3.0,0.0,1.0
elateportal.csv,0.0,0.0,0.0,9.0,0.0,9.0,18.0,1.0,0.0,0.0,0.0,1.0,3.0
fmri-dmt.csv,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,131.0
ftm.csv,0.0,4.0,0.0,9.0,2.0,23.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
gusanos.csv,8.0,1.0,0.0,6.0,0.0,9.0,37.0,0.0,10.0,0.0,0.0,0.0,3.0
monetdb.csv,3.0,2.0,0.0,15.0,0.0,2.0,18.0,3.0,5.0,0.0,0.0,2.0,2.0
quarkplayer.csv,0.0,1.0,0.0,11.0,2.0,24.0,0.0,2.0,5.0,0.0,2.0,4.0,3.0
reactos-mirror.csv,0.0,1.0,0.0,8.0,3.0,2.0,11.0,2.0,3.0,0.0,3.0,3.0,1.0
sandiaportals.csv,5.0,0.0,0.0,6.0,1.0,6.0,10.0,2.0,22.0,0.0,3.0,0.0,3.0
xbplayer.csv,10.0,1.0,2.0,0.0,0.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0
