,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.99,0.67,0.94,0.9,0.91,0.91,0.88,0.83,0.67,0.75,0.5,0.6,0.94
badtrinity-zero.csv,0.99,0.9,0.54,0.88,0.41,0.41,0.59,0.89,0.63,0.39,0.33,0.39,0.46
bibletime.csv,0.41,0.42,0.43,0.43,0.39,0.45,0.4,0.39,0.36,0.39,0.7,0.55,0.42
critterding.csv,0.8,0.61,0.59,0.49,0.66,0.53,0.53,0.54,0.47,0.49,0.41,0.86,0.58
elateportal.csv,0.99,0.85,0.54,0.41,0.38,0.43,0.51,0.96,0.72,0.35,0.3,0.39,0.91
fmri-dmt.csv,0.99,0.8,0.9,0.94,0.75,0.75,0.75,0.93,0.8,0.89,0.67,0.5,0.67
ftm.csv,0.6,0.72,0.78,0.69,0.74,0.96,0.97,0.49,0.73,0.53,0.5,0.56,0.54
gusanos.csv,0.98,0.45,0.48,0.41,0.4,0.4,0.47,0.41,0.36,0.39,0.67,0.88,0.39
monetdb.csv,0.6,0.67,0.71,0.78,0.59,0.79,0.62,0.64,0.72,0.89,0.8,0.74,0.49
quarkplayer.csv,0.65,0.67,0.75,0.81,0.77,0.6,0.89,0.7,0.56,0.74,0.58,0.96,0.98
reactos-mirror.csv,0.62,0.57,0.5,0.53,0.4,0.65,0.5,0.49,0.34,0.49,0.5,0.47,0.5
sandiaportals.csv,0.5,0.52,0.42,0.42,0.37,0.46,0.57,0.4,0.33,0.36,0.31,0.43,0.4
xbplayer.csv,0.63,0.61,0.77,0.62,0.73,0.72,0.66,0.56,0.69,0.71,0.5,0.77,0.54
