,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.77,0.43,0.43,0.23,0.52,0.59,0.7,0.24
fceugc.csv,0.49,0.26,1.0,0.26,0.44,0.38,0.39,0.32
ftm.csv,0.34,0.43,0.48,0.4,0.42,0.28,0.95,0.71
google-gears.csv,0.85,0.78,0.71,0.51,0.81,1.0,0.51,0.62
jaolt.csv,0.52,0.61,0.71,0.99,0.47,0.5,0.41,0.82
jcache.csv,0.36,0.43,0.76,0.51,0.6,0.56,0.0,0.97
kmess.csv,0.49,0.65,0.67,0.36,1.0,0.42,0.56,0.74
xmemcached.csv,1.0,1.0,0.57,0.6,0.47,0.59,0.48,0.26
