,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.82,0.36,0.33,0.32,0.59,0.66,0.6,0.23
fceugc.csv,0.43,0.35,1.0,0.39,0.54,0.51,0.47,0.46
ftm.csv,0.25,0.39,0.44,0.54,0.53,0.42,0.94,0.71
google-gears.csv,0.43,0.47,0.48,0.61,0.72,1.0,0.46,0.68
jaolt.csv,0.36,0.58,0.57,0.99,0.57,0.62,0.49,0.74
jcache.csv,0.28,0.5,0.55,0.61,0.65,0.67,0.0,0.99
kmess.csv,0.32,0.47,0.47,0.47,1.0,0.54,0.56,0.52
xmemcached.csv,0.4,1.0,0.47,0.7,0.51,0.67,0.48,0.38
