,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.87,0.3,0.26,0.53,0.68,0.74,0.52,0.22
fceugc.csv,0.39,0.55,1.0,0.76,0.69,0.8,0.57,0.79
ftm.csv,0.2,0.36,0.42,0.83,0.74,0.8,0.94,0.71
google-gears.csv,0.29,0.34,0.37,0.77,0.65,1.0,0.41,0.75
jaolt.csv,0.27,0.56,0.47,1.0,0.71,0.82,0.6,0.67
jcache.csv,0.23,0.59,0.43,0.76,0.7,0.81,0.0,1.0
kmess.csv,0.24,0.37,0.36,0.7,1.0,0.77,0.56,0.4
xmemcached.csv,0.25,1.0,0.4,0.83,0.56,0.78,0.48,0.69
