,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.83,0.86,0.78,0.64
n2cms.csv,0.6,0.64,0.67,0.58
nassp.csv,0.94,0.82,0.86,0.73
nug.csv,0.82,0.81,0.75,0.57
