,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.92,0.0,0.71,0.51
n2cms.csv,0.0,0.65,0.82,0.41
nassp.csv,0.87,0.65,0.96,0.08
nug.csv,0.79,0.48,0.06,0.52
