,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.59,0.71,0.42,0.77,0.88,0.82,0.62,0.77,0.66,0.69,0.29,0.84,0.72,0.85
baadengine.csv,0.32,1.18,0.9,0.66,1.0,0.79,0.97,0.88,0.94,0.82,0.97,0.99,0.9,0.46
bnetd.csv,0.8,0.75,0.72,0.72,0.78,0.94,0.33,0.83,0.83,0.49,0.97,0.79,0.57,0.86
impala.csv,0.86,0.63,0.7,0.81,0.74,1.0,0.9,0.82,0.79,0.81,0.83,0.57,0.59,0.75
jaxen.csv,0.97,0.53,0.72,0.91,0.63,0.09,0.68,0.79,0.74,0.79,0.93,0.8,0.69,0.83
jgameai.csv,1.0,0.97,1.0,0.55,1.0,0.8,0.78,0.98,0.8,1.0,0.91,1.0,1.03,0.88
jparsec.csv,0.6,1.18,0.57,0.83,1.0,0.66,0.94,0.61,0.89,0.8,0.88,0.8,0.87,0.38
motu.csv,0.6,1.01,0.87,0.83,0.97,0.99,0.42,0.88,0.59,0.48,0.82,0.88,0.56,0.96
vars-redux.csv,0.61,1.11,0.61,0.84,0.61,0.62,0.52,0.41,0.71,0.5,0.68,0.84,0.64,0.79
werx.csv,0.99,0.04,1.0,0.98,1.0,0.79,0.95,0.91,1.0,0.96,1.0,0.96,0.99,1.0
wishmaster.csv,0.93,0.93,1.01,0.96,1.0,0.81,0.85,0.74,0.34,0.85,0.9,0.78,0.3,0.85
xreal.csv,0.94,0.9,1.02,0.86,0.97,1.0,0.88,0.92,1.0,0.94,1.01,0.56,0.01,0.96
zealos.csv,0.85,0.63,1.01,0.76,0.41,1.0,0.87,0.75,1.0,0.85,0.79,1.0,0.4,0.73
