,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,96.5,0.0,0.0,46.5
repositorium.csv,566.5,98.5,824.5,475.5
simplewebservices.csv,98.5,197.5,267.5,294.0
xbg.csv,480.5,54.5,97.5,99.0
