,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.74,0.0,0.0,0.14
repositorium.csv,0.15,0.5,0.0,0.37
simplewebservices.csv,0.51,0.17,0.25,0.63
xbg.csv,0.0,0.0,0.52,0.38
