,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,98.5,99.0,99.0,295.0,96.5,680.0,391.0,256.5,53460.5,197.5,195.0,99.0,586.5,2217.5,690.5,582.0,99.0,99.0,195.0,94.5
extprosys.csv,98.5,96.5,290.0,295.0,190.0,680.0,293.5,296.5,24286.0,197.5,97.5,99.0,684.0,2251.5,96.5,584.0,99.0,99.0,193.0,192.0
freewrl.csv,98.5,93.5,198.0,293.0,96.5,289.5,391.0,193.5,28043.5,98.5,195.0,96.5,583.5,996.0,394.0,95.5,97.5,99.0,195.0,89.5
glas.csv,98.5,99.0,99.0,196.5,84.5,191.0,490.0,520.0,3844.5,318.0,196.0,99.0,779.5,906.5,463.5,388.0,97.5,98.5,177.0,192.0
ibatisdb.csv,478.0,99.0,99.0,95.5,96.5,290.5,292.5,785.5,11531.5,60.5,194.0,88.5,194.0,946.5,278.5,422.5,0.0,97.5,96.5,94.5
japano.csv,4291.5,99.0,99.0,295.0,96.5,289.5,490.0,296.5,52896.0,197.5,196.0,99.0,488.0,2686.5,690.5,584.0,99.0,99.0,193.0,279.5
lockss.csv,98.5,93.5,194.0,90.5,78.5,287.5,293.5,264.5,11834.5,0.0,97.5,93.5,584.5,416.5,89.0,192.0,15.5,94.5,96.5,94.5
officefloor.csv,98.5,59.5,81.5,96.5,62.5,484.5,292.5,1093.5,15078.0,0.0,97.5,98.5,389.0,51.5,335.0,484.5,97.5,80.5,96.5,192.0
opennms.csv,98.5,99.0,91.5,95.5,96.5,93.5,293.5,98.5,4400.0,384.5,89.5,99.0,779.5,1192.5,133.0,95.5,0.0,36.5,94.5,15.5
papertoolkit.csv,3117.0,79.5,91.5,173.0,93.5,192.0,343.0,94.5,39558.5,98.5,95.5,94.5,93.5,332.5,97.5,261.0,97.5,174.0,193.0,322.5
primefaces.csv,98.5,99.0,198.0,196.5,96.5,486.0,490.0,296.5,53241.5,85.5,196.0,99.0,684.0,2541.5,690.5,486.5,267.5,99.0,96.5,192.0
rohxel.csv,98.5,93.5,198.0,195.5,96.5,385.0,278.5,264.5,30485.0,347.0,97.5,98.5,390.5,1081.5,346.0,386.0,97.5,98.5,96.5,48.5
roller.csv,98.5,99.0,198.0,195.5,96.5,582.5,490.0,296.5,38580.5,533.0,97.5,98.5,585.5,2121.0,1611.5,582.0,97.5,98.5,96.5,94.5
sevenupdate.csv,98.5,99.0,198.0,196.0,96.5,680.0,391.5,296.5,53520.0,197.5,196.0,99.0,488.5,2166.0,690.5,584.0,99.0,99.0,195.0,192.0
soar.csv,98.5,93.5,198.0,196.0,96.5,583.5,1039.5,1145.5,46984.0,98.5,196.0,99.0,684.0,2330.0,690.5,485.5,99.0,99.0,195.0,192.0
web-cat.csv,3607.5,99.0,99.0,295.0,190.0,674.0,490.0,296.5,44991.0,197.5,196.0,99.0,193.0,2003.5,1794.5,483.5,99.0,99.0,195.0,94.5
xcf.csv,3068.5,99.0,293.0,294.0,93.5,386.0,391.0,612.5,34842.5,546.5,196.0,99.0,585.5,322.5,654.5,484.5,99.0,99.0,96.5,94.5
xfce.csv,4061.0,93.5,198.0,295.0,96.5,191.0,292.5,582.5,53104.5,542.0,97.5,98.5,683.0,705.5,97.5,389.0,188.0,98.5,195.0,192.0
