,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.89,0.98,0.98,0.78,0.84,0.92,1.0,0.96,0.79
barracudamvc.csv,0.83,0.96,1.0,0.8,0.94,0.76,0.73,0.48,0.9
ingex.csv,0.36,0.25,0.22,0.52,0.29,0.48,0.4,0.48,1.0
jgnash.csv,0.13,0.14,0.1,0.14,0.12,1.0,0.1,0.08,0.45
jsr308-langtools.csv,0.49,0.39,0.54,0.67,0.37,0.84,1.0,0.48,0.69
owlapi.csv,0.1,0.12,0.25,0.28,0.1,0.16,0.27,0.96,0.28
owlib.csv,0.99,0.42,0.56,0.44,0.27,0.48,0.5,0.44,0.79
sidekar.csv,0.46,0.67,0.69,0.97,0.53,0.8,0.83,0.6,0.45
springside.csv,0.7,0.82,0.8,0.67,0.92,0.84,0.8,0.68,0.9
