,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.41,0.45,0.32,0.44,0.45,0.41,0.4,0.48,0.37
barracudamvc.csv,0.42,0.43,0.37,0.44,0.42,0.44,0.45,0.58,0.38
ingex.csv,0.73,0.97,0.96,0.68,0.92,0.71,0.64,0.85,0.53
jgnash.csv,0.97,0.9,0.93,0.92,0.88,0.96,0.67,0.94,0.56
jsr308-langtools.csv,0.5,0.5,0.46,0.41,0.65,0.38,0.37,0.46,0.33
owlapi.csv,0.92,0.99,0.92,0.86,0.93,0.96,0.81,0.92,0.92
owlib.csv,0.53,0.53,0.37,0.58,0.77,0.62,0.52,0.63,0.38
sidekar.csv,0.55,0.53,0.42,0.5,0.5,0.45,0.4,0.54,0.55
springside.csv,0.44,0.43,0.34,0.45,0.6,0.37,0.37,0.48,0.39
