,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.89,0.01,1.0,0.47,0.54,0.89,0.75,0.89,0.74
barracudamvc.csv,0.8,0.84,0.0,0.55,0.58,0.76,0.55,0.6,0.92
ingex.csv,0.35,0.05,0.05,0.29,0.1,0.3,0.1,0.31,0.06
jgnash.csv,0.1,0.32,0.2,0.08,0.02,0.0,0.0,0.11,0.42
jsr308-langtools.csv,0.33,0.34,0.4,0.34,0.14,0.46,0.0,0.27,0.62
owlapi.csv,0.01,0.09,0.0,0.45,0.54,0.29,0.4,0.0,0.08
owlib.csv,0.01,0.19,0.7,0.45,0.46,0.39,0.3,0.31,0.58
sidekar.csv,0.42,0.47,0.7,0.0,0.31,0.47,0.25,0.4,0.32
springside.csv,0.52,0.32,0.85,0.45,0.0,0.66,0.3,0.56,0.7
