,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.72,0.87,0.09,0.63,0.2,0.91,0.5,0.54,0.14,0.42,0.71,0.17,0.8,0.62,0.52,0.41
customsagetv.csv,0.14,0.06,0.0,0.1,0.32,0.44,0.31,0.04,0.21,0.19,0.29,0.08,0.27,0.1,0.3,0.11
fluidium.csv,0.02,0.04,0.0,0.35,0.01,0.26,0.0,0.0,0.02,0.01,0.0,0.0,0.07,0.38,0.03,0.05
guineu.csv,0.24,0.25,0.0,0.0,0.02,0.35,0.03,0.43,0.12,0.18,0.14,0.08,0.39,0.62,0.48,0.07
inkscape.csv,0.66,0.61,1.0,1.0,0.14,0.13,0.25,0.75,0.84,0.58,0.43,1.0,0.93,1.0,0.97,0.86
mpqc.csv,0.47,0.33,0.09,0.12,0.53,0.34,0.34,0.57,0.48,0.48,0.57,0.75,0.52,0.79,0.18,0.43
nsis.csv,0.76,0.87,0.45,0.42,0.8,0.53,0.91,0.71,0.75,0.75,0.14,0.5,0.75,0.52,0.82,0.34
octave.csv,0.34,0.48,0.0,0.4,0.17,0.29,0.09,0.5,0.29,0.38,0.57,0.42,0.14,0.52,0.18,0.59
owfs.csv,0.86,0.74,1.0,0.29,0.72,0.47,0.94,0.96,0.75,0.94,0.57,0.42,0.59,0.76,0.76,0.8
owlib.csv,0.57,0.32,0.0,0.63,0.39,0.54,0.47,0.43,0.23,0.4,0.29,0.25,0.34,0.21,0.12,0.61
pamguard.csv,0.5,0.35,0.27,0.38,0.33,0.47,0.44,0.61,0.34,0.26,0.29,0.08,0.8,0.03,0.45,0.8
prelude.csv,0.93,0.98,0.18,0.87,0.91,0.86,0.72,0.93,0.71,0.78,1.0,0.5,0.86,0.55,0.91,0.8
robocode.csv,0.6,0.37,0.0,0.19,0.46,0.73,0.47,0.25,0.62,0.32,0.43,0.17,0.8,0.48,0.48,0.55
uwom-server.csv,0.21,0.33,0.0,0.25,0.33,0.58,0.41,0.39,0.5,0.36,0.29,0.42,0.25,0.45,0.3,0.2
zengine.csv,1.0,0.98,0.36,0.85,0.97,0.94,1.0,1.0,0.91,0.87,1.0,0.0,0.95,0.69,1.0,0.86
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.42,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.28,0.67,0.25
