,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.62,0.33,0.21,0.31,0.5,0.44,0.56,0.59,0.5,0.51,0.65,0.46,0.62,0.67,0.54,0.79,0.99,0.42
cornerstone.csv,0.45,0.33,0.26,0.33,0.51,0.7,0.48,0.49,0.52,0.34,0.96,0.35,0.7,0.56,0.61,0.63,0.7,0.3
emeraldemu.csv,0.69,0.33,0.32,0.31,0.38,0.41,0.34,0.98,0.34,0.39,0.61,0.43,0.55,0.44,0.52,0.52,0.66,0.38
grafx2.csv,0.62,0.33,0.17,0.39,0.54,0.49,0.45,0.5,0.55,0.55,0.58,0.47,0.66,0.95,0.56,0.83,0.67,0.58
jahshakafx.csv,0.98,0.3,0.31,0.14,0.33,0.21,0.15,0.47,0.45,0.35,0.49,0.43,0.26,0.36,0.49,0.37,0.51,0.36
kindb.csv,0.64,0.3,0.15,0.37,0.62,0.66,0.5,0.53,0.58,0.7,0.68,0.52,0.77,0.74,0.79,0.99,0.75,0.51
maya-work-in-progress.csv,0.52,0.24,0.16,0.42,0.68,0.64,0.47,0.42,0.56,0.97,0.68,0.53,0.62,0.64,0.72,0.78,0.69,0.45
netatalk.csv,0.62,0.23,0.12,0.24,0.59,0.45,0.33,0.53,0.4,0.38,0.62,0.54,0.59,0.57,0.69,0.57,0.68,0.93
novembre.csv,0.51,0.31,0.23,0.13,0.24,0.21,1.0,0.32,0.3,0.33,0.53,0.46,0.38,0.19,0.53,0.33,0.37,0.3
ns-3.csv,0.45,0.22,0.14,0.36,0.44,0.99,0.39,0.46,0.56,0.52,0.52,0.43,0.78,0.66,0.59,0.82,0.68,0.48
nullc.csv,0.4,0.15,0.08,0.23,0.98,0.75,0.44,0.43,0.48,0.43,0.57,0.38,0.82,0.42,0.73,0.74,0.58,0.34
open-beos.csv,0.53,0.21,0.24,0.32,0.43,0.56,0.31,0.56,0.97,0.54,0.58,0.4,0.58,0.59,0.57,0.62,0.7,0.38
planeshift.csv,0.64,0.28,0.16,0.3,0.62,0.58,0.45,0.56,0.57,0.69,0.59,0.48,0.99,0.69,0.78,0.82,0.72,0.4
plee-the-bear.csv,0.17,0.11,0.94,0.08,0.48,0.57,0.2,0.16,0.32,0.26,0.37,0.25,0.37,0.08,0.28,0.05,0.32,0.05
reaper-ecad.csv,0.44,0.14,0.12,0.96,0.83,0.74,0.47,0.43,0.49,0.49,0.54,0.23,0.78,0.58,0.75,0.77,0.64,0.39
sbml.csv,0.63,0.24,0.19,0.38,0.61,0.6,0.42,0.57,0.59,0.48,0.64,0.54,0.79,0.61,0.99,0.81,0.68,0.42
unimrcp.csv,0.5,0.28,0.3,0.17,0.35,0.12,0.25,0.35,0.14,0.16,0.42,0.96,0.17,0.21,0.05,0.26,0.47,0.29
unladen-swallow.csv,0.17,0.62,0.07,0.12,0.43,0.56,0.37,0.27,0.39,0.44,0.07,0.24,0.41,0.39,0.5,0.67,0.35,0.19
