,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.38,0.45,0.44,0.58,0.67,0.71,0.43,0.44,0.59,0.63,0.54,0.56,0.56,0.46,0.66,0.35,0.02,0.66
cornerstone.csv,0.6,0.45,0.34,0.52,0.67,0.7,0.61,0.56,0.57,0.76,0.06,0.79,0.72,1.01,0.74,0.94,0.6,0.92
emeraldemu.csv,0.31,0.54,0.44,0.64,0.77,0.74,0.7,0.04,0.77,0.75,0.72,0.62,0.64,0.7,0.78,0.65,0.5,0.72
grafx2.csv,0.38,0.44,0.51,0.46,0.65,0.7,0.63,0.53,0.54,0.54,0.66,0.65,0.52,0.09,0.68,0.32,0.52,0.4
jahshakafx.csv,0.04,0.6,0.58,0.88,0.81,0.88,0.9,0.6,0.66,0.78,0.65,0.64,0.85,0.77,0.67,0.77,0.64,0.72
kindb.csv,0.43,0.54,0.62,0.43,0.74,0.64,0.75,0.64,0.55,0.37,0.7,0.58,0.64,0.39,0.6,0.06,0.6,0.52
maya-work-in-progress.csv,0.65,0.61,0.53,0.36,0.57,0.58,0.63,0.67,0.6,0.06,0.83,0.54,0.72,0.49,0.51,0.41,0.61,0.6
netatalk.csv,0.39,0.72,0.85,0.83,0.59,0.71,0.73,0.5,0.71,0.75,0.58,0.45,0.6,0.67,0.47,0.61,0.57,0.08
novembre.csv,0.59,0.58,0.48,0.86,0.86,0.88,0.0,0.75,0.81,0.78,0.61,0.58,0.77,0.89,0.67,0.8,0.76,0.79
ns-3.csv,0.71,0.68,0.67,0.46,0.75,0.02,0.9,0.69,0.55,0.67,0.65,0.88,0.62,0.93,0.65,0.29,0.82,0.55
nullc.csv,0.72,0.86,0.91,0.85,0.09,0.91,0.88,0.74,0.89,1.0,0.64,0.81,0.94,0.74,0.79,0.95,0.83,0.94
open-beos.csv,0.49,0.78,0.37,0.58,0.73,0.63,0.75,0.46,0.06,0.6,0.58,0.69,0.63,0.93,0.74,0.75,0.5,0.65
planeshift.csv,0.39,0.57,0.64,0.54,0.55,0.6,0.83,0.54,0.63,0.38,0.69,0.61,0.02,0.51,0.6,0.69,0.78,0.74
plee-the-bear.csv,0.88,0.91,0.12,0.96,1.1,0.71,0.85,0.91,0.78,0.88,0.78,0.8,0.89,0.96,0.98,0.98,0.85,1.09
reaper-ecad.csv,0.88,0.87,0.82,0.08,1.01,0.94,0.59,0.74,0.88,1.0,0.76,0.88,0.71,1.0,0.95,1.0,0.79,0.87
sbml.csv,0.38,0.62,0.47,0.4,0.57,0.64,0.7,0.49,0.53,0.63,0.6,0.45,0.61,0.54,0.03,0.76,0.55,0.64
unimrcp.csv,0.58,0.71,0.58,0.84,0.79,0.93,0.81,0.76,0.92,0.91,0.71,0.04,0.91,0.88,0.97,0.85,0.68,0.79
unladen-swallow.csv,0.89,0.46,0.87,0.89,1.0,0.83,0.67,0.83,0.84,0.96,0.96,0.88,0.81,0.81,0.94,0.82,0.82,0.95
