,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.45,0.37,0.51,0.32,0.66,0.62,0.99,0.56,0.55
foursquared.csv,0.0,0.04,0.05,0.34,0.06,0.16,0.02,0.97,0.05
jasperreports.csv,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.14,0.97
kdenlive.csv,0.62,0.52,0.99,0.33,0.51,0.45,0.49,0.44,0.73
optalgtoolkit.csv,0.59,0.48,0.27,0.47,1.0,0.31,0.27,0.59,0.22
sabbu.csv,0.98,0.41,0.54,0.54,0.35,0.57,0.47,0.73,0.47
tokratan.csv,0.06,0.04,0.07,0.17,0.0,0.89,0.05,0.0,0.05
vxl.csv,0.38,0.88,0.44,0.17,0.13,0.24,0.62,0.23,0.05
zact.csv,0.25,0.04,0.04,0.88,0.0,0.0,0.0,0.29,0.1
