,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.96,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chrysalis.csv,0.55,1.0,0.87,0.62,0.84,0.98,0.75,1.0,0.98,0.04
jahshaka.csv,0.84,0.27,0.86,0.85,0.85,0.57,0.75,0.87,0.65,0.63
jam-daq.csv,0.65,0.64,0.81,0.49,0.83,0.83,0.04,0.94,0.65,0.67
jatlas.csv,0.97,1.0,0.97,1.03,0.0,1.0,0.98,1.0,1.0,1.0
jedit.csv,0.03,0.69,0.71,0.32,1.07,0.66,0.63,0.65,0.83,0.51
mscore.csv,0.55,0.6,0.57,0.71,0.5,0.02,0.68,0.72,0.77,0.72
open-media-library.csv,0.54,0.66,0.02,0.85,0.71,0.58,0.58,0.68,0.56,0.87
panda3d.csv,0.77,1.0,0.9,0.84,0.65,0.87,0.87,0.81,0.06,1.0
wheat.csv,0.82,0.64,0.61,0.79,0.96,0.71,0.81,0.04,0.69,0.81
