,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chrysalis.csv,0.46,0.0,0.15,0.38,0.2,0.02,0.27,0.0,0.02,0.96
jahshaka.csv,0.16,0.73,0.15,0.15,0.2,0.47,0.27,0.14,0.6,0.41
jam-daq.csv,0.39,0.36,0.2,0.51,0.2,0.18,0.96,0.07,0.38,0.33
jatlas.csv,0.05,0.0,0.02,0.02,1.0,0.0,0.02,0.0,0.0,0.0
jedit.csv,0.97,0.36,0.48,0.68,0.0,0.37,0.6,0.46,0.19,0.56
mscore.csv,0.54,0.55,0.6,0.76,0.6,0.98,0.76,0.36,0.4,0.3
open-media-library.csv,0.7,0.36,1.0,0.47,0.4,0.47,0.64,0.36,0.56,0.15
panda3d.csv,0.26,0.0,0.15,0.16,0.4,0.14,0.13,0.21,0.94,0.0
wheat.csv,0.31,0.45,0.55,0.21,0.2,0.42,0.4,1.0,0.44,0.22
