,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.36,0.42,0.02,0.69,0.73,0.33,0.76,0.3,0.58,0.61,0.52,0.55,0.19
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0
beast-mcmc.csv,0.01,0.37,0.38,0.5,0.17,0.34,0.4,0.46,0.27,0.24,0.11,0.38,0.19
dataobjectsdotnet.csv,0.14,0.29,0.15,0.31,0.03,0.29,0.24,0.09,0.15,0.01,0.16,0.17,0.43
exist.csv,0.28,0.45,0.21,0.44,0.14,0.01,0.24,0.41,0.26,0.32,0.38,0.28,0.06
foursquared.csv,0.05,0.05,0.04,0.17,0.06,0.07,0.2,0.0,0.02,0.07,0.02,0.11,0.0
jaxlib.csv,0.01,0.03,0.04,0.0,0.03,0.04,0.08,0.04,0.05,0.03,0.1,0.13,0.07
jrefactory.csv,0.29,0.0,0.35,0.65,0.29,0.28,0.44,0.39,0.11,0.52,0.4,0.34,0.3
nodal.csv,0.13,0.37,0.19,0.46,0.0,0.16,0.12,0.28,0.11,0.23,0.11,0.15,0.06
opendvr.csv,0.48,0.45,0.35,0.75,0.59,0.64,0.72,0.5,0.81,0.65,0.65,0.0,0.56
pokenetonline.csv,0.33,0.42,0.06,0.92,0.41,0.4,0.04,0.33,0.52,0.36,0.23,0.04,0.04
simplewebservices.csv,0.35,0.37,0.17,0.42,0.52,0.26,0.6,0.48,0.42,0.38,0.01,0.09,0.19
uface.csv,0.87,0.71,0.92,0.96,0.84,0.67,0.88,0.85,0.97,0.8,0.65,0.96,0.0
