,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.43,0.56,0.96,0.11,0.4,0.57,0.68,0.31,0.05,0.48,0.55,0.48,0.81
avisynth2.csv,0.11,0.08,0.0,0.0,0.0,0.02,0.1,0.0,1.0,0.04,0.0,0.0,0.0
beast-mcmc.csv,0.98,0.51,0.47,0.07,0.34,0.72,0.63,0.59,0.18,0.5,0.37,0.35,0.48
dataobjectsdotnet.csv,0.36,0.51,0.24,0.11,0.28,0.45,0.48,0.25,0.0,0.98,0.26,0.28,0.1
exist.csv,0.54,0.47,0.27,0.0,0.4,0.99,0.57,0.44,0.1,0.45,0.51,0.28,0.43
foursquared.csv,0.5,0.11,0.03,0.0,0.07,0.28,0.27,1.0,0.0,0.2,0.04,0.13,0.38
jaxlib.csv,0.19,0.07,0.28,1.0,0.08,0.05,0.37,0.42,0.29,0.14,0.25,0.34,0.36
jrefactory.csv,0.35,1.0,0.41,0.06,0.29,0.55,0.51,0.38,0.0,0.54,0.3,0.3,0.53
nodal.csv,0.37,0.38,0.41,0.0,0.95,0.52,0.32,0.28,0.0,0.4,0.2,0.5,0.15
opendvr.csv,0.2,0.69,0.6,0.0,0.24,0.58,0.61,0.35,0.07,0.51,0.54,0.9,0.4
pokenetonline.csv,0.56,0.39,0.3,0.04,0.44,0.62,0.99,0.58,0.16,0.46,0.49,0.15,0.44
simplewebservices.csv,0.45,0.4,0.67,0.0,0.44,0.62,0.61,0.36,0.0,0.41,0.98,0.41,0.7
uface.csv,0.44,0.57,0.65,0.08,0.35,0.76,0.79,0.55,0.09,0.52,0.57,0.46,1.0
