,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.62,0.87,0.71,0.95,0.71,0.7,0.66,0.88,0.78,0.81,0.7,0.8,0.51,0.96,0.05,0.62,0.64
apertium.csv,0.52,0.38,0.75,0.59,0.52,0.76,0.65,0.7,0.61,0.49,0.04,0.72,0.59,0.72,0.86,0.82,0.46
beast-mcmc.csv,0.11,0.67,0.69,0.78,0.77,0.64,0.69,0.75,0.59,0.81,1.0,0.84,0.64,0.79,0.8,0.85,0.57
cuberok.csv,0.65,0.65,0.88,0.69,0.51,0.66,0.68,0.0,0.37,0.63,0.51,0.64,0.79,0.56,0.86,0.8,0.51
icescrum.csv,0.56,0.56,0.69,0.76,0.6,0.76,0.6,0.61,0.56,0.7,0.78,0.81,0.44,0.63,0.77,0.87,0.0
ingex.csv,0.77,0.71,0.59,0.76,0.68,0.79,0.61,0.74,0.62,0.86,0.95,0.85,0.07,0.76,0.69,0.58,0.66
jbasic.csv,0.71,0.8,0.8,0.85,0.72,0.92,0.79,0.92,0.93,0.05,0.74,0.82,0.79,0.83,0.71,0.87,0.63
jgnash.csv,0.81,0.88,0.84,0.81,0.85,0.65,0.77,0.83,0.04,0.83,0.93,0.89,0.97,0.86,0.91,0.91,0.68
jrefactory.csv,0.69,0.82,0.03,0.59,0.56,0.71,0.69,0.78,0.73,0.81,0.81,0.81,0.85,0.88,0.57,0.77,0.7
jsecurity.csv,0.81,0.85,0.78,0.05,0.88,0.74,0.78,0.72,0.81,0.85,0.85,0.88,0.81,0.77,0.98,1.0,0.84
libopenmetaverse.csv,0.75,0.87,0.82,0.87,0.66,0.0,0.74,0.83,0.9,0.43,0.78,0.8,0.82,0.8,0.71,0.76,0.6
mobicents.csv,0.56,0.66,0.61,0.69,0.59,0.83,0.02,0.9,0.61,0.47,0.75,0.64,0.68,0.7,0.82,1.01,0.6
opendvr.csv,0.77,0.87,0.78,0.73,0.78,0.87,0.64,0.83,0.76,0.82,0.82,0.4,0.68,0.83,0.76,0.05,0.66
openefm.csv,0.73,0.09,0.77,0.69,0.74,0.8,0.59,0.73,0.62,0.7,0.8,0.73,0.61,0.7,0.8,0.88,0.77
power-architect.csv,0.88,0.77,0.76,0.81,0.9,1.0,0.84,0.74,0.68,0.88,0.77,0.86,0.85,0.0,0.8,0.74,1.0
sidekar.csv,0.54,0.66,0.9,0.52,0.02,0.78,0.61,0.6,0.64,0.61,0.72,0.57,0.78,0.8,0.73,0.76,0.47
yarp0.csv,0.68,0.73,0.77,0.77,0.73,0.86,0.58,0.93,0.7,0.87,0.76,0.06,0.58,0.97,0.69,1.0,0.76
