,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.6,0.45,0.58,0.3,0.55,0.48,0.6,0.26,0.47,0.52,0.61,0.4,0.65,0.35,0.96,0.62,0.46
apertium.csv,0.71,0.7,0.37,0.5,0.67,0.35,0.5,0.4,0.66,0.62,0.97,0.35,0.64,0.48,0.18,0.21,0.71
beast-mcmc.csv,0.91,0.43,0.38,0.49,0.27,0.56,0.39,0.31,0.51,0.25,0.0,0.22,0.45,0.28,0.26,0.21,0.56
cuberok.csv,0.5,0.43,0.4,0.61,0.61,0.55,0.49,1.0,0.78,0.53,0.62,0.55,0.34,0.58,0.3,0.31,0.7
icescrum.csv,0.5,0.5,0.39,0.3,0.47,0.29,0.48,0.46,0.55,0.37,0.28,0.23,0.63,0.51,0.28,0.17,1.0
ingex.csv,0.43,0.34,0.62,0.3,0.38,0.39,0.55,0.36,0.45,0.47,0.1,0.22,0.94,0.28,0.37,0.59,0.49
jbasic.csv,0.34,0.25,0.26,0.18,0.33,0.1,0.28,0.11,0.1,0.97,0.39,0.23,0.28,0.23,0.36,0.17,0.46
jgnash.csv,0.25,0.15,0.23,0.25,0.19,0.5,0.29,0.21,0.97,0.2,0.1,0.14,0.04,0.18,0.12,0.11,0.49
jrefactory.csv,0.5,0.44,0.98,0.66,0.55,0.45,0.51,0.39,0.48,0.26,0.51,0.44,0.2,0.42,0.57,0.48,0.48
jsecurity.csv,0.24,0.18,0.28,0.96,0.14,0.32,0.29,0.36,0.28,0.19,0.19,0.14,0.25,0.28,0.02,0.0,0.19
libopenmetaverse.csv,0.52,0.45,0.5,0.45,0.65,1.0,0.57,0.49,0.42,0.7,0.56,0.51,0.44,0.48,0.59,0.52,0.61
mobicents.csv,0.58,0.48,0.52,0.4,0.48,0.34,0.98,0.21,0.56,0.67,0.36,0.43,0.49,0.46,0.31,0.0,0.51
opendvr.csv,0.55,0.45,0.53,0.46,0.52,0.45,0.65,0.5,0.57,0.51,0.41,0.73,0.6,0.48,0.53,0.96,0.65
openefm.csv,0.48,0.92,0.44,0.44,0.31,0.49,0.58,0.36,0.53,0.37,0.35,0.35,0.51,0.55,0.44,0.17,0.57
power-architect.csv,0.44,0.55,0.57,0.53,0.39,0.0,0.47,0.49,0.6,0.39,0.57,0.45,0.39,1.0,0.5,0.59,0.0
sidekar.csv,0.74,0.5,0.42,0.66,0.98,0.56,0.63,0.69,0.65,0.52,0.51,0.65,0.55,0.52,0.54,0.51,0.76
yarp0.csv,0.52,0.48,0.49,0.52,0.59,0.28,0.61,0.11,0.51,0.43,0.42,0.95,0.59,0.25,0.53,0.0,0.3
