,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.0,0.0,3.0,15.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,119.0,0.0,5.0
emulemorph.csv,0.0,1.0,6.0,0.0,0.0,0.0,71.0,0.0,96.0,0.0,1.0,121.0,119.0,0.0,4.0
fceugc.csv,0.0,1.0,100.0,23.0,0.0,0.0,71.0,4.0,1.0,4.0,0.0,0.0,31.0,17.0,4.0
gnukeda.csv,0.0,0.0,6.0,44.0,2.0,0.0,4.0,1.0,11.0,0.0,1.0,2.0,53.0,0.0,5.0
gusanos.csv,0.0,1.0,14.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,23.0,10.0,5.0
micomt.csv,0.0,0.0,0.0,12.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,34.0,9.0,11.0
modplug.csv,0.0,1.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,50.0,0.0,3.0
ogre.csv,1.0,2.0,14.0,2.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,60.0,1.0,11.0
openfrag.csv,1.0,2.0,13.0,3.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,45.0,0.0,2.0
oscarmcmaster.csv,0.0,0.0,2.0,13.0,0.0,0.0,14.0,3.0,1.0,0.0,0.0,2.0,119.0,3.0,0.0
pidgin.csv,0.0,0.0,5.0,2.0,3.0,0.0,3.0,1.0,13.0,0.0,1.0,0.0,34.0,0.0,12.0
repositorium.csv,3.0,1.0,7.0,109.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,57.0,1.0,1.0
unimrcp.csv,1.0,1.0,1.0,109.0,4.0,0.0,71.0,0.0,96.0,1.0,3.0,0.0,2.0,7.0,17.0
xapian.csv,1.0,0.0,17.0,42.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,1.0,34.0,0.0,2.0
xqilla.csv,1.0,0.0,100.0,7.0,2.0,0.0,5.0,95.0,3.0,2.0,0.0,2.0,0.0,1.0,224.0
