,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.57,0.44,0.33,0.33,0.48,0.38,0.38,0.69,0.18,0.4,0.44,0.97,0.0,0.58,0.47
emulemorph.csv,0.05,0.05,0.04,0.83,0.14,0.17,0.0,0.04,0.0,0.07,0.06,0.0,0.0,0.04,0.04
fceugc.csv,0.49,0.38,0.0,0.5,0.9,0.2,0.0,0.01,0.09,0.38,0.27,0.24,1.0,0.23,0.09
gnukeda.csv,0.66,1.0,0.85,0.5,0.62,0.4,0.62,0.6,0.27,0.49,0.61,0.61,0.67,0.69,0.64
gusanos.csv,0.2,0.44,0.93,0.33,0.67,0.58,0.54,1.0,0.82,0.6,0.56,0.66,0.67,0.54,0.66
micomt.csv,0.53,0.44,0.41,0.83,0.43,0.18,1.0,0.42,0.18,0.53,0.42,0.51,0.33,0.46,0.74
modplug.csv,0.95,0.92,1.0,0.83,0.57,0.39,0.77,0.84,1.0,0.98,0.94,0.61,1.0,0.81,0.79
ogre.csv,0.99,0.97,1.0,1.0,0.95,1.0,0.85,1.0,0.82,0.91,1.0,0.97,0.33,0.92,0.98
openfrag.csv,0.96,0.72,0.81,1.0,0.86,0.5,0.77,0.87,0.36,0.69,0.97,0.78,0.67,0.73,0.74
oscarmcmaster.csv,0.52,0.1,0.37,0.33,0.1,0.16,0.15,0.3,0.09,0.27,0.33,0.12,0.0,0.19,0.83
pidgin.csv,1.0,0.51,0.59,0.83,0.52,0.43,0.62,0.57,0.45,0.73,0.64,0.34,1.0,0.65,0.49
repositorium.csv,0.26,0.28,0.56,0.0,0.29,0.61,0.15,0.42,0.82,0.51,0.3,0.24,1.0,0.38,0.49
unimrcp.csv,0.26,0.08,1.0,0.0,0.14,0.09,0.0,0.27,0.0,0.04,0.12,0.1,0.67,0.12,0.15
xapian.csv,0.74,0.62,0.63,0.5,0.52,0.69,0.69,0.42,0.36,0.6,0.38,0.52,0.33,0.81,0.51
xqilla.csv,0.04,0.05,0.0,0.5,0.05,0.02,0.15,0.0,0.09,0.15,0.02,0.01,1.0,0.04,0.0
