,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.58,0.47,0.37,0.36,0.49,0.43,0.42,0.65,0.21,0.44,0.46,0.97,0.0,0.6,0.5
emulemorph.csv,0.06,0.06,0.05,0.86,0.17,0.2,0.0,0.05,0.0,0.09,0.07,0.0,0.0,0.05,0.05
fceugc.csv,0.53,0.42,0.0,0.53,0.92,0.24,0.0,0.01,0.11,0.42,0.32,0.28,0.75,0.27,0.11
gnukeda.csv,0.66,1.0,0.72,0.5,0.57,0.45,0.57,0.61,0.31,0.45,0.6,0.47,0.25,0.62,0.54
gusanos.csv,0.24,0.46,0.21,0.34,0.63,0.56,0.45,1.0,0.55,0.52,0.57,0.56,0.64,0.48,0.6
micomt.csv,0.57,0.48,0.45,0.75,0.47,0.22,1.0,0.46,0.21,0.5,0.47,0.55,0.37,0.49,0.56
modplug.csv,0.33,0.56,0.56,0.66,0.61,0.0,0.33,0.63,0.45,0.98,0.61,0.55,0.38,0.71,0.6
ogre.csv,0.0,0.0,0.0,0.33,0.27,1.0,0.13,0.0,0.0,0.17,0.0,0.09,0.11,0.0,0.09
openfrag.csv,0.33,0.5,0.61,0.45,0.67,0.0,0.72,0.53,0.39,0.54,0.96,0.69,0.4,0.57,0.6
oscarmcmaster.csv,0.55,0.12,0.42,0.38,0.12,0.19,0.18,0.34,0.11,0.32,0.38,0.14,0.0,0.23,0.86
pidgin.csv,0.99,0.54,0.55,0.66,0.53,0.0,0.52,0.59,0.49,0.67,0.6,0.38,0.61,0.62,0.51
repositorium.csv,0.3,0.32,0.57,0.0,0.32,0.66,0.18,0.44,0.85,0.4,0.34,0.28,0.17,0.4,0.52
unimrcp.csv,0.3,0.1,0.99,0.0,0.17,0.11,0.0,0.31,0.0,0.05,0.15,0.12,0.7,0.14,0.18
xapian.csv,0.63,0.64,0.59,0.49,0.52,0.64,0.66,0.44,0.4,0.59,0.42,0.54,0.36,0.84,0.51
xqilla.csv,0.05,0.06,0.0,0.54,0.06,0.02,0.18,0.0,0.11,0.18,0.02,0.01,1.0,0.05,0.0
