,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.39,0.34,0.32,0.4,0.49,0.0,0.24,0.48,0.08,0.33,0.43,0.02,0.12,0.27,0.35
emulemorph.csv,0.16,0.03,0.11,0.0,0.14,0.0,0.0,0.14,0.0,0.04,0.15,0.0,0.0,0.17,0.19
fceugc.csv,0.23,0.28,0.01,0.34,0.0,0.0,0.0,0.17,0.01,0.25,0.02,0.07,0.62,0.23,0.15
gnukeda.csv,0.36,0.0,0.55,0.48,0.58,0.0,0.58,0.34,0.31,0.67,0.45,0.75,0.93,0.56,0.66
gusanos.csv,0.12,0.41,0.95,0.59,0.49,0.5,0.73,0.0,0.76,0.67,0.4,0.65,0.44,0.67,0.56
micomt.csv,0.23,0.28,0.2,0.46,0.26,0.0,0.02,0.21,0.13,0.58,0.08,0.2,0.32,0.33,0.72
modplug.csv,0.91,0.78,0.8,0.64,0.16,1.0,0.9,0.69,0.86,0.0,0.75,0.6,0.89,0.53,0.69
ogre.csv,1.0,1.0,1.0,0.91,0.93,0.0,0.97,1.0,1.0,0.96,1.0,0.98,0.97,1.0,0.98
openfrag.csv,0.91,0.78,0.69,0.86,0.65,1.0,0.42,0.79,0.41,0.71,0.06,0.53,0.85,0.69,0.66
oscarmcmaster.csv,0.27,0.0,0.12,0.15,0.02,0.0,0.27,0.21,0.01,0.0,0.06,0.18,0.18,0.06,0.0
pidgin.csv,0.06,0.31,0.58,0.64,0.44,1.0,0.68,0.34,0.27,0.5,0.53,0.29,0.76,0.47,0.39
repositorium.csv,0.14,0.25,0.36,0.21,0.44,0.0,0.19,0.48,0.0,0.79,0.32,0.31,0.96,0.49,0.34
unimrcp.csv,0.05,0.09,0.03,0.02,0.12,0.0,0.05,0.07,0.1,0.04,0.09,0.09,0.16,0.15,0.18
xapian.csv,0.61,0.28,0.53,0.54,0.49,0.5,0.42,0.45,0.34,0.46,0.32,0.36,0.38,0.0,0.47
xqilla.csv,0.02,0.03,0.0,0.17,0.05,0.0,0.1,0.0,0.06,0.08,0.0,0.04,0.0,0.01,0.02
