,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.62,0.52,0.59,0.53,0.19,0.48,0.47,0.7,0.13,0.0,0.57
ivatamasks.csv,0.09,0.77,0.34,0.72,0.21,0.43,0.29,0.61,0.34,0.0,0.34
java-gnome.csv,0.46,0.0,0.22,0.05,0.52,0.2,0.22,0.28,0.82,0.5,0.19
orc.csv,0.06,0.46,0.86,0.42,0.12,0.55,0.27,0.4,0.06,0.0,0.42
plato.csv,0.17,0.83,0.23,0.53,0.21,0.81,0.27,0.69,0.21,0.0,0.05
rodin-b-sharp.csv,0.58,0.0,0.49,0.31,0.15,0.5,0.84,0.47,0.78,0.0,0.32
tycho.csv,0.19,0.5,0.35,0.51,0.37,0.3,0.3,0.44,0.36,0.77,0.45
umber.csv,0.81,0.0,0.17,0.56,0.5,0.0,0.21,0.32,0.54,0.23,0.65
unicase.csv,0.84,0.85,0.48,0.52,0.34,0.57,0.66,0.71,0.54,0.43,0.73
vienna-add-in.csv,0.65,0.0,0.37,0.5,0.71,0.55,0.38,0.53,0.25,0.65,0.37
wpdev.csv,0.0,0.99,0.05,0.0,0.09,0.0,0.0,0.26,0.0,0.17,0.05
