,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.36,0.27,0.67,0.7,0.57,0.09,0.4,0.68,0.73,0.48,0.62,0.63
gmerlin.csv,0.51,0.3,0.5,0.0,0.6,0.0,0.58,0.69,0.0,0.5,0.0,0.63
google-gears.csv,0.58,0.26,0.67,0.77,0.58,0.08,0.32,0.77,0.74,0.51,0.62,0.64
gstreamer.csv,0.48,0.21,0.65,0.73,0.55,0.08,0.4,0.74,0.74,0.51,0.55,0.64
lportal.csv,0.12,0.23,0.07,0.06,0.13,0.25,0.0,0.0,0.49,0.0,0.49,0.29
metacosm.csv,0.39,0.26,0.5,0.26,0.48,0.1,0.3,0.41,0.44,0.39,0.39,0.73
mplayer-ce.csv,0.49,0.39,0.68,0.75,0.5,0.08,0.41,0.79,0.58,0.49,0.56,0.63
openmeetings.csv,0.57,0.58,0.51,0.45,0.51,0.16,0.37,0.34,0.52,0.47,0.53,0.58
qgis.csv,0.37,0.27,0.66,0.0,0.47,0.08,0.22,0.46,0.66,0.44,0.01,0.64
skia.csv,0.55,0.32,0.48,0.71,0.56,0.12,0.46,0.49,0.4,0.63,0.41,0.33
wxcrp.csv,0.58,0.17,0.58,0.76,0.44,0.07,0.47,0.64,0.74,0.45,0.51,0.55
yafdotnet.csv,0.57,0.39,0.59,0.61,0.69,0.14,0.41,0.63,0.6,0.57,0.44,0.63
