,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.45,1.0,0.69,0.65,0.64,0.95,0.5,0.58,0.8,0.65,1.0,0.93
gmerlin.csv,0.77,0.91,0.44,0.0,0.73,0.0,0.66,0.62,0.0,0.96,0.0,0.96
google-gears.csv,0.87,0.95,0.7,0.97,0.97,0.93,0.38,0.69,0.96,0.7,0.99,1.0
gstreamer.csv,0.9,0.77,0.76,0.83,0.88,0.84,0.59,0.69,0.71,0.65,0.7,1.0
lportal.csv,0.06,0.14,0.04,0.03,0.07,0.75,0.0,0.0,0.36,0.0,0.49,0.19
metacosm.csv,0.32,0.45,0.44,0.16,0.36,0.71,0.28,0.26,0.3,0.39,0.34,0.7
mplayer-ce.csv,0.84,0.86,0.88,0.83,0.59,0.86,0.56,0.81,0.45,0.57,0.55,0.96
openmeetings.csv,0.48,0.86,0.37,0.33,0.42,0.51,0.34,0.21,0.38,0.48,0.61,0.56
qgis.csv,0.55,0.41,0.62,0.0,0.58,0.56,0.19,0.31,0.61,0.61,0.0,0.63
skia.csv,0.71,0.68,0.4,0.74,0.61,0.41,0.47,0.35,0.29,0.65,0.34,0.26
wxcrp.csv,0.68,0.64,0.51,0.84,0.62,0.74,0.62,0.52,0.89,0.52,0.56,0.78
yafdotnet.csv,0.81,1.0,0.57,0.53,0.73,0.85,0.44,0.51,0.48,0.7,0.4,0.85
