,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.47,0.43,0.68,0.65,0.62,0.53,0.5,0.58,0.7,0.61,0.0,0.42
gmerlin.csv,0.69,0.66,0.48,0.0,0.67,0.0,0.67,0.57,0.0,0.27,0.0,0.24
google-gears.csv,0.77,0.38,0.68,0.33,0.13,0.44,0.4,0.68,0.4,0.64,0.05,0.13
gstreamer.csv,0.58,0.28,0.66,0.57,0.27,0.47,0.51,0.63,0.72,0.62,0.57,0.0
lportal.csv,0.07,0.17,0.05,0.04,0.09,0.76,0.0,0.0,0.41,0.0,0.5,0.23
metacosm.csv,0.37,0.48,0.48,0.19,0.41,0.65,0.32,0.3,0.35,0.43,0.38,0.72
mplayer-ce.csv,0.64,0.78,0.64,0.64,0.56,0.49,0.52,0.55,0.5,0.58,0.57,0.24
openmeetings.csv,0.53,0.85,0.42,0.37,0.47,0.55,0.38,0.25,0.43,0.51,0.57,0.58
qgis.csv,0.51,0.45,0.64,0.0,0.52,0.53,0.22,0.36,0.62,0.56,0.0,0.64
skia.csv,0.69,0.65,0.44,0.64,0.61,0.45,0.51,0.39,0.33,0.67,0.38,0.3
wxcrp.csv,0.69,0.19,0.55,0.68,0.38,0.46,0.59,0.54,0.64,0.54,0.54,0.33
yafdotnet.csv,0.75,0.82,0.58,0.55,0.73,0.76,0.47,0.54,0.52,0.68,0.43,0.58
