,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.09,0.68,0.0,0.59,0.32,0.33,0.38,0.63,0.87,0.57,0.36,0.56,0.37,0.54,0.8,0.81,0.69,0.52,0.45
dspace-gsoc.csv,0.7,0.31,0.28,0.46,0.35,0.53,0.25,0.28,0.04,0.0,0.03,0.24,0.0,0.04,0.0,0.22,0.07,0.24,0.26
grisbi.csv,1.0,0.66,0.57,0.51,0.62,0.86,0.62,0.83,0.48,0.0,0.78,0.76,0.79,0.6,0.2,0.63,0.8,0.84,0.94
maidsafe-dht.csv,0.18,0.04,0.24,0.26,0.0,0.22,0.12,0.3,0.0,0.0,0.03,0.16,0.11,0.06,0.0,0.18,0.0,0.04,0.16
mesa3d.csv,0.73,0.49,0.62,0.77,0.32,0.17,0.38,0.2,0.57,0.07,0.19,0.45,0.32,0.03,0.2,0.03,0.51,0.56,0.35
n2cms.csv,0.79,0.0,0.41,0.54,0.22,0.28,0.12,0.15,0.22,0.0,0.16,0.31,0.11,0.24,0.0,0.45,0.45,0.28,0.35
nassp.csv,0.96,0.28,0.13,0.23,0.13,0.11,0.12,0.0,0.04,0.0,0.0,0.17,0.26,0.05,0.2,0.28,0.13,0.04,0.48
ninject.csv,0.15,0.73,0.15,0.0,0.23,0.08,0.25,0.13,0.83,0.07,0.09,0.35,0.37,0.26,0.2,0.17,0.0,0.0,0.97
nug.csv,0.68,0.36,0.49,0.72,0.33,0.0,0.25,0.35,0.39,0.79,0.49,0.47,0.37,0.22,1.0,0.57,0.38,0.36,0.16
nuttx.csv,0.96,0.55,0.9,0.08,0.6,0.64,0.38,0.72,0.96,0.29,0.8,0.64,0.84,0.92,0.2,0.55,0.53,0.68,0.65
oorexx.csv,0.0,0.36,0.39,0.05,0.42,0.61,0.38,0.39,0.57,0.29,0.81,0.57,0.37,0.62,0.0,0.04,0.22,0.08,0.32
oppna-program-hsatools.csv,1.0,0.99,1.0,0.87,0.98,0.92,0.88,0.85,0.04,0.36,0.08,0.67,1.0,0.77,0.8,0.97,1.0,1.0,1.0
redshell.csv,1.0,0.95,0.92,0.97,0.95,0.89,0.0,0.98,0.83,1.0,1.0,0.99,1.0,0.99,1.0,0.98,0.95,0.8,1.0
super-tux.csv,1.0,0.5,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.68,1.0,0.0,1.0,1.0,1.0,0.81
tart.csv,0.03,0.01,0.06,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.03,0.0,0.0,0.01,0.0,0.01,0.04,0.16,0.03
tcvp.csv,0.12,0.42,0.3,0.33,0.23,0.33,0.38,0.37,0.35,0.5,0.01,0.17,0.11,0.21,0.8,0.24,0.15,0.2,0.35
vdsf.csv,0.02,0.8,0.8,0.33,0.87,0.92,0.75,0.93,0.96,1.0,0.77,0.89,1.0,1.0,1.0,0.94,1.0,0.88,0.61
web-cat.csv,0.0,0.27,0.06,0.1,0.18,0.39,0.25,0.2,0.65,0.5,0.24,0.19,0.16,0.24,0.2,0.21,0.36,0.48,0.0
zabbix.csv,0.46,0.91,0.8,1.0,0.63,0.81,0.88,0.63,0.83,0.71,0.69,0.78,0.74,0.0,0.6,0.84,0.82,0.72,0.58
