,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.12,0.4,1.0,0.82,0.21,0.48,0.96,0.26,0.8,0.78,0.13,0.07,0.65,0.37,0.92,0.24,0.1,0.66,0.42
dspace-gsoc.csv,0.08,0.23,0.33,0.83,0.22,0.3,0.97,0.24,0.96,1.0,0.0,0.05,1.0,0.71,1.0,0.26,0.0,0.57,0.33
grisbi.csv,0.09,0.45,0.31,0.83,0.24,0.24,0.96,0.24,0.9,1.0,0.12,0.07,0.67,0.39,0.98,0.25,0.08,0.6,0.37
maidsafe-dht.csv,0.17,0.7,0.34,0.8,1.0,0.38,0.98,0.26,1.0,1.0,0.0,0.12,0.75,0.54,1.0,0.31,0.0,0.89,0.38
mesa3d.csv,0.09,0.32,0.16,0.8,0.17,0.54,0.94,0.31,0.78,0.92,0.12,0.05,0.67,0.86,0.97,0.88,0.03,0.5,0.39
n2cms.csv,0.11,1.0,0.3,0.77,0.24,0.17,0.98,0.36,0.88,1.0,0.08,0.0,0.78,0.48,1.0,0.27,0.11,0.73,0.35
nassp.csv,0.07,0.36,0.44,0.8,0.43,0.6,0.98,1.0,0.97,1.0,0.0,0.12,0.67,0.29,0.9,0.32,0.12,0.8,0.42
ninject.csv,0.15,0.37,0.48,1.0,0.26,0.25,0.95,0.33,0.83,0.94,0.22,0.06,0.53,0.31,0.96,0.24,1.0,1.0,0.38
nug.csv,0.09,0.4,0.2,0.82,0.13,1.0,0.97,0.24,0.71,0.61,0.05,0.05,0.46,0.56,0.93,0.18,0.09,0.59,0.44
nuttx.csv,0.08,0.48,0.24,0.98,0.23,0.3,0.98,0.25,0.81,0.93,0.13,0.08,0.67,0.3,0.98,0.26,0.15,0.64,0.33
oorexx.csv,0.33,0.37,0.3,0.87,0.29,0.27,0.96,0.36,0.63,0.93,0.12,0.09,0.42,0.39,1.0,0.25,0.14,0.95,0.52
oppna-program-hsatools.csv,0.08,0.4,0.23,0.82,0.19,0.28,0.96,0.22,0.99,0.92,0.0,0.06,0.65,0.41,0.95,0.2,0.08,0.58,0.38
redshell.csv,0.09,0.4,0.22,0.83,0.2,0.35,1.0,0.21,0.84,0.82,0.1,0.05,0.63,0.4,0.95,0.21,0.09,0.62,0.34
super-tux.csv,0.09,0.44,0.23,0.83,0.19,0.32,0.96,0.21,0.82,0.82,0.11,0.05,0.65,0.4,1.0,0.21,0.08,0.59,0.38
tart.csv,0.03,0.5,0.44,1.0,0.0,0.0,1.0,0.5,0.93,1.0,0.0,1.0,1.0,0.83,1.0,0.33,0.0,0.5,0.8
tcvp.csv,0.09,0.39,0.2,0.86,0.22,0.2,0.94,0.19,0.78,0.68,0.88,0.06,0.6,0.39,0.85,0.28,0.2,0.64,0.31
vdsf.csv,0.77,0.41,0.24,0.84,0.19,0.28,0.96,0.2,0.81,0.82,0.11,0.06,0.63,0.39,0.94,0.21,0.08,0.58,0.42
web-cat.csv,0.33,0.33,0.5,0.86,0.27,0.3,0.96,0.31,0.77,0.79,0.1,0.11,0.5,0.36,0.88,0.21,0.05,0.57,1.0
zabbix.csv,0.09,0.4,0.25,0.82,0.25,0.33,0.95,0.26,0.82,0.83,0.11,0.07,0.71,1.0,0.96,0.22,0.1,0.59,0.44
