,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.67,0.37,0.58,0.34,0.83,0.74,0.75,0.81,0.08,0.53,0.79,0.2,0.71
bacula.csv,0.5,0.3,0.45,0.24,0.67,0.33,0.46,0.22,0.43,0.37,0.41,0.94,0.24
elmo.csv,0.34,0.15,0.3,0.08,0.23,0.11,0.41,0.37,0.12,0.29,0.26,0.37,0.13
jajuk.csv,0.61,0.96,0.36,0.61,0.19,0.56,0.56,0.44,0.61,0.48,0.28,0.59,0.44
ktc.csv,0.23,0.2,0.27,0.34,0.25,0.24,0.37,0.07,0.47,0.18,0.14,0.4,0.31
neoengine.csv,0.22,0.33,0.97,0.25,0.36,0.33,0.72,0.22,0.98,0.17,0.33,0.73,0.56
omseek.csv,0.06,0.13,0.0,0.02,0.07,0.01,0.14,0.0,0.18,0.01,0.01,0.12,0.19
pcgen.csv,0.63,0.96,0.54,0.85,0.37,0.99,0.77,0.11,1.0,0.73,0.22,0.97,0.62
rosegarden.csv,0.29,0.28,0.33,0.7,0.25,0.4,0.54,0.0,0.39,0.21,0.63,0.66,0.47
selenium.csv,0.4,0.28,0.19,0.41,0.18,0.4,0.31,0.22,0.49,0.37,0.2,0.54,0.24
vapor.csv,0.0,0.98,1.0,0.46,0.35,1.0,0.35,1.0,1.0,0.0,0.0,0.0,0.88
zorannt.csv,0.26,0.44,0.33,0.08,0.14,0.23,0.31,0.19,0.24,0.12,0.16,0.48,0.28
zscreen.csv,0.41,0.7,0.12,0.35,0.74,0.56,0.48,0.19,0.04,0.47,0.83,0.86,0.48
