,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.37,0.22,0.6,0.27,0.49,0.48,0.64,0.46,0.06,0.28,0.65,0.82,0.55
bacula.csv,0.7,0.63,0.4,0.42,0.81,0.65,0.56,0.59,0.63,0.66,0.69,0.98,0.55
elmo.csv,0.4,0.2,0.6,0.13,0.53,0.39,0.36,0.24,0.15,0.32,0.53,0.36,0.21
jajuk.csv,0.89,0.93,0.4,0.76,0.78,0.87,0.72,0.5,0.84,0.76,0.64,0.73,0.67
ktc.csv,0.77,0.43,0.4,0.68,0.7,0.61,0.6,0.13,0.7,0.6,0.47,0.27,0.58
neoengine.csv,0.47,0.45,1.0,0.7,0.74,0.7,0.84,0.43,0.97,0.36,0.69,0.59,0.85
omseek.csv,0.22,0.15,0.0,0.1,0.35,0.09,0.2,0.0,0.36,0.19,0.2,0.0,0.61
pcgen.csv,0.87,0.97,0.6,0.95,0.61,1.0,0.88,0.33,1.0,0.9,0.65,1.0,0.79
rosegarden.csv,0.79,0.63,0.4,0.85,0.72,0.61,0.64,0.28,0.57,0.69,0.87,0.68,0.76
selenium.csv,0.83,0.67,0.2,0.71,0.62,0.7,0.6,0.39,0.73,0.71,0.36,0.55,0.55
vapor.csv,0.0,0.95,1.0,0.8,0.76,1.0,0.64,1.0,1.0,0.0,0.0,0.0,1.0
zorannt.csv,0.39,0.55,0.4,0.22,0.46,0.65,0.4,0.5,0.45,0.17,0.55,0.36,0.48
zscreen.csv,0.82,0.67,0.2,0.65,0.83,0.78,0.72,0.74,0.24,0.75,0.95,1.0,0.73
