,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.47,0.17,0.22,0.52,0.64,0.27,0.52,0.53,0.72,0.5,0.32,0.64,0.45,0.55,0.53,0.66
customsagetv.csv,0.36,0.26,0.0,0.59,0.58,0.28,0.47,0.0,0.27,0.4,0.27,0.22,0.57,0.17,0.2,0.88
fluidium.csv,0.05,0.04,0.0,0.31,0.0,0.39,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.72,0.02,0.07
guineu.csv,0.65,0.54,0.09,0.21,0.4,0.5,0.37,0.39,0.42,0.41,0.31,0.68,0.61,0.0,0.48,0.83
inkscape.csv,0.58,0.62,0.0,0.09,0.21,0.18,0.71,0.47,0.49,0.61,0.2,0.0,0.51,0.0,0.24,0.38
mpqc.csv,0.22,0.12,0.0,0.0,0.26,0.58,0.27,0.41,0.31,0.23,0.54,0.32,0.18,0.45,0.23,0.55
nsis.csv,0.45,0.41,0.66,0.3,0.39,0.6,0.3,0.36,0.54,0.54,0.72,0.71,0.54,0.22,0.47,0.71
octave.csv,0.42,0.55,0.12,0.4,0.54,0.29,0.38,0.37,0.18,0.46,0.24,0.47,0.13,0.49,0.33,0.07
owfs.csv,0.42,0.54,0.54,0.64,0.67,0.31,0.73,0.59,0.68,0.55,0.53,0.64,0.72,0.5,0.52,0.48
owlib.csv,0.65,0.7,0.56,0.68,0.65,0.32,0.58,0.63,0.65,0.6,0.46,0.42,0.72,0.33,0.45,0.53
pamguard.csv,0.48,0.49,0.55,0.64,0.6,0.46,0.6,0.6,0.72,0.38,0.24,0.56,0.55,0.12,0.66,0.18
prelude.csv,0.0,0.05,0.81,0.49,0.33,0.32,0.24,0.38,0.41,0.52,0.0,0.77,0.27,0.61,0.13,0.55
robocode.csv,0.74,0.58,0.0,0.58,0.64,0.46,0.76,0.73,0.67,0.63,0.39,0.38,0.54,0.56,0.5,0.58
uwom-server.csv,0.22,0.38,0.02,0.3,0.63,0.38,0.51,0.39,0.66,0.6,0.32,0.56,0.13,0.49,0.29,0.38
zengine.csv,0.0,0.09,0.74,0.36,0.09,0.3,0.13,0.0,0.46,0.33,0.0,0.87,0.27,0.33,0.0,0.48
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.33,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.33,0.57,0.8
