,id,count_recall,count_precision,count_pf,cdom_score,bellwether
53,2,1,1,1,1,mclient-mume.csv
48,3,1,2,5,6,open-media-library.csv
46,4,1,9,19,18,jbasic.csv
54,5,1,3,4,5,mule.csv
21,6,1,12,18,18,jpaul.csv
16,7,1,5,15,14,sblim.csv
25,8,2,5,10,11,jmoney.csv
14,9,1,2,5,4,ingex.csv
15,11,1,1,1,0,atunes.csv
49,12,1,2,2,2,columba.csv
55,14,1,3,2,2,nutz.csv
47,15,5,4,9,11,gogoego.csv
18,16,2,5,10,10,openmeetings.csv
23,17,3,5,4,8,enlightenment.csv
13,18,2,4,6,6,dataobjectsdotnet.csv
24,19,2,1,2,2,lmms.csv
12,20,1,2,4,3,xbg.csv
26,21,2,9,15,14,amateur-scrolls.csv
56,22,2,11,15,16,ng4j.csv
45,23,1,3,6,5,aztec.csv
22,28,2,3,5,5,encog-java.csv
17,29,1,3,4,3,lamp.csv
36,30,3,8,12,15,x-ray-mule.csv
31,31,1,7,12,12,itext.csv
5,32,2,11,18,17,bscwweasel.csv
11,34,1,6,10,11,igarden.csv
6,35,2,4,6,8,m-a-d-n-e-s-s.csv
30,36,1,8,18,17,ktc.csv
37,37,2,9,18,18,acdk.csv
29,38,1,8,8,7,novembre.csv
38,39,2,3,4,5,mcmc-jags.csv
51,40,1,5,12,14,zildo.csv
43,41,1,4,8,6,k3d.csv
19,42,1,9,17,16,rocrail.csv
28,43,2,3,8,9,aime.csv
27,44,2,11,16,18,mptvseries.csv
20,45,1,11,19,18,xbplayer.csv
42,46,1,5,9,9,fulguro.csv
52,47,4,7,12,15,qgo.csv
44,48,2,7,12,13,flylinkdc.csv
50,49,1,2,4,3,tolven.csv
3,50,1,3,5,5,autat.csv
8,51,1,7,13,12,netatalk.csv
35,53,1,7,11,12,olex2.csv
34,54,1,4,13,11,jcl.csv
39,55,1,11,18,16,alembik.csv
7,56,1,2,5,6,htmlunit.csv
4,57,3,3,4,8,vxl.csv
9,58,1,10,19,18,konversation.csv
1,59,3,3,2,4,intact.csv
10,60,1,5,10,9,wxcode.csv
0,61,2,9,8,10,orc.csv
33,62,1,7,18,17,opennms.csv
40,63,1,4,6,6,pdfedit.csv
41,64,0,4,13,12,pclasses.csv
32,65,1,1,2,1,tradelink.csv
2,66,2,5,14,12,jaxen.csv
