,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,227.5,240.5,2148.5,91.5,98.5,272.5,97.5,688.0,193.0,183.0,332.0,289.5
gamestone.csv,265.5,197.5,1384.0,91.5,94.5,68.5,196.5,131.5,95.5,64.5,918.5,93.5
geochat.csv,123.0,192.0,85.5,91.5,97.5,268.5,361.5,54.5,95.5,280.5,988.0,188.0
igarden.csv,67.5,197.5,1822.0,283.5,1246.5,522.0,97.5,369.0,191.0,91.5,98.5,484.5
ingex.csv,180.0,197.5,2388.5,552.0,297.0,97.5,97.5,530.0,193.0,478.5,197.5,288.5
lphant.csv,78.5,265.5,2059.0,380.0,98.5,97.5,196.5,186.0,390.5,91.5,98.5,486.5
nabu-library.csv,169.0,281.0,1738.5,172.0,99.0,196.0,0.0,513.0,220.0,91.5,98.5,350.0
nebuladevice.csv,472.5,197.5,278.5,460.5,297.0,196.0,168.0,506.5,94.5,587.5,295.0,352.0
owlapi.csv,545.5,93.5,267.5,651.0,198.0,268.5,83.5,562.0,92.5,285.5,98.5,544.0
pi-qmc.csv,78.5,98.5,735.5,283.5,255.5,194.0,196.5,562.0,291.5,91.5,196.0,480.5
trinitycore.csv,472.5,197.5,1946.5,375.0,94.5,196.0,829.5,88.0,193.0,670.0,934.5,291.5
twostep.csv,160.0,197.5,1867.0,473.5,296.5,95.5,97.5,464.5,291.5,190.0,197.5,486.5
