,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.68,0.1,0.29,0.24,0.37,0.51,0.34,0.0,0.6,0.29,0.14,0.21,0.09,0.58,0.17,0.08,0.64,0.17
beast-mcmc.csv,0.2,0.42,0.79,0.41,0.61,0.51,0.54,0.63,0.58,0.39,0.72,0.68,0.91,0.76,0.54,0.52,0.79,0.17
cuberok.csv,0.25,0.57,0.34,0.37,0.26,0.66,0.4,0.23,0.4,0.18,0.36,0.76,0.79,0.36,0.54,0.4,0.43,0.14
exist.csv,0.71,0.94,0.84,0.44,0.26,0.66,0.87,0.69,0.85,0.83,0.78,0.68,0.29,0.71,0.75,0.88,0.43,0.86
ingex.csv,0.43,0.81,0.32,0.3,0.47,0.31,0.7,0.26,0.68,0.94,0.24,0.39,0.49,0.55,0.38,0.22,0.64,0.47
javaprofiler.csv,0.51,0.69,0.74,0.95,0.63,0.86,0.78,0.86,0.66,0.36,0.86,1.0,1.0,0.59,0.75,0.96,0.57,0.31
jbasic.csv,0.65,0.42,0.82,0.37,0.53,0.69,0.74,0.14,0.7,0.39,0.93,0.39,0.84,0.85,0.17,0.74,0.93,0.61
jgnash.csv,0.45,0.24,0.37,0.33,0.42,0.29,0.35,0.63,0.19,0.2,0.07,0.29,0.33,0.28,0.67,0.48,0.07,0.06
jrefactory.csv,0.82,0.69,0.34,0.82,0.63,0.09,0.44,0.6,0.54,0.5,0.62,0.45,0.05,0.32,0.5,0.4,0.14,0.92
jsecurity.csv,0.12,0.15,0.5,0.23,0.11,0.43,0.27,0.37,0.59,0.08,0.22,0.13,0.34,0.43,0.17,0.24,0.07,0.28
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.29,1.0,0.91,1.0,1.0,0.78,0.92,0.55,1.0,1.0,0.92,0.93,1.0
mobicents.csv,0.51,0.61,0.53,0.2,0.13,0.83,0.33,0.74,0.36,0.77,0.43,0.79,0.75,0.62,0.54,0.88,0.86,0.39
mp-rechnungs-und-kundenverwaltung.csv,0.78,0.31,0.55,0.59,0.13,0.09,0.32,0.23,0.24,0.95,0.47,0.03,0.12,0.29,0.04,0.34,0.21,0.64
openefm.csv,0.67,0.25,0.66,0.87,0.34,0.71,0.8,0.46,0.61,0.08,0.66,0.61,0.67,0.61,0.58,0.42,0.0,0.61
power-architect.csv,0.55,0.42,0.76,0.65,0.61,0.94,0.77,0.97,0.66,0.23,0.69,0.97,0.93,0.74,0.96,0.84,0.14,0.83
sidekar.csv,0.0,0.25,0.0,0.0,0.16,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
wheat.csv,0.45,0.46,0.53,0.3,0.24,0.66,0.58,0.34,0.56,0.56,0.59,0.21,0.86,0.64,0.29,0.58,0.5,0.53
yarp0.csv,0.73,0.63,0.5,0.72,0.24,0.71,0.3,0.66,0.2,0.89,0.43,0.24,0.35,0.74,0.42,0.56,0.86,0.5
