,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.04,0.0,0.07,0.0,0.0,0.01,0.09,0.1,0.05,0.0,1.0
fceugc.csv,0.22,0.41,0.34,1.0,0.52,0.31,0.35,0.18,0.42,0.18,0.54
flexpay.csv,0.2,0.47,0.9,0.45,0.37,0.55,0.44,0.57,0.35,0.36,0.41
jstock.csv,0.14,0.29,0.42,0.0,0.23,0.35,0.33,1.0,0.27,0.05,0.28
keyczar.csv,0.09,0.21,0.28,0.12,0.29,0.19,0.05,0.1,0.05,1.0,0.02
modellus.csv,0.19,0.5,0.43,0.49,0.47,0.98,0.47,0.51,0.42,0.32,0.06
open-data-kit.csv,0.5,0.61,0.5,0.58,0.5,0.56,1.0,0.35,0.3,0.55,0.55
phet.csv,0.94,0.24,0.42,0.5,0.27,0.14,0.24,0.49,0.34,0.61,0.51
qtractor.csv,0.23,1.0,0.42,0.37,0.56,0.55,0.32,0.42,0.27,0.36,0.33
sumatrapdf.csv,0.39,0.62,0.6,0.39,0.98,0.68,0.62,0.54,0.65,0.64,0.71
synergyspace.csv,0.23,0.5,0.29,0.41,0.68,0.59,0.58,0.1,0.97,0.6,0.06
