,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.16,0.55,0.5,0.21,0.05,1.0,0.04,0.21,0.21,0.12,0.38,0.07,0.27,0.22
bdbbasic.csv,0.58,0.59,0.62,0.46,0.32,0.7,0.31,0.33,0.79,0.67,0.68,0.51,0.53,0.52
echongl.csv,0.65,0.45,0.75,0.59,0.91,0.62,0.31,0.52,0.89,0.99,0.72,0.83,0.53,0.22
etherboot.csv,0.39,0.27,0.0,0.26,0.95,0.22,0.24,0.24,0.42,0.28,0.34,0.54,0.43,0.07
ffigo.csv,0.52,0.41,0.44,0.41,0.59,0.51,0.41,0.43,0.47,0.63,0.64,1.0,0.57,0.59
freebios.csv,0.48,0.55,0.44,0.54,0.5,0.54,0.96,0.49,0.47,0.37,0.45,0.55,0.38,0.44
gebr.csv,0.84,0.82,0.69,0.87,0.77,1.0,0.57,1.0,0.79,0.97,0.96,0.79,0.79,0.96
gnukeda.csv,0.68,0.64,0.25,1.0,0.68,0.89,0.47,0.48,0.58,0.75,0.68,0.55,0.61,0.89
gstreamer.csv,0.65,0.64,0.56,0.46,0.55,0.7,0.43,0.52,0.63,0.66,0.57,0.61,0.98,0.78
jnode.csv,0.0,0.0,0.88,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metacosm.csv,0.48,0.45,0.31,0.38,0.27,0.62,0.12,0.14,0.37,0.4,0.4,0.38,0.21,0.93
openmeetings.csv,0.13,0.95,0.38,0.05,0.05,0.19,0.04,0.31,0.0,0.03,0.09,0.01,0.03,0.37
pgui.csv,0.39,0.36,0.25,0.26,0.32,0.3,0.1,0.46,0.53,0.24,0.91,0.18,0.25,0.26
wxcrp.csv,0.87,0.55,0.69,0.26,0.14,0.49,0.14,0.19,0.32,0.21,0.91,0.24,0.46,0.3
