,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,3.0,1.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bdbbasic.csv,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
echongl.csv,0.0,21.0,17.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,2.0,2.0,3.0,1.0
etherboot.csv,0.0,7.0,411.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
ffigo.csv,2.0,8.0,103.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,5.0
freebios.csv,0.0,8.0,107.0,1.0,0.0,11.0,0.0,0.0,13.0,0.0,2.0,1.0,3.0,4.0
gebr.csv,0.0,66.0,87.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0
gnukeda.csv,0.0,5.0,160.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
gstreamer.csv,3.0,15.0,45.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
jnode.csv,105.0,155.0,0.0,70.0,0.0,116.0,99.0,135.0,67.0,136.0,168.0,119.0,342.0,57.0
metacosm.csv,12.0,1.0,59.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,1.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0,67.0,3.0,3.0,0.0,0.0,1.0
pgui.csv,5.0,9.0,60.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0
wxcrp.csv,0.0,29.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
