,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.84,0.46,0.54,0.8,0.96,0.0,0.96,0.79,0.79,0.9,0.64,0.94,0.73,0.78
bdbbasic.csv,0.52,0.44,0.55,0.64,0.73,0.51,0.72,0.68,0.21,0.69,0.54,0.54,0.52,0.52
echongl.csv,0.78,0.63,0.82,0.85,0.81,0.92,0.75,0.81,0.86,0.01,0.56,0.79,0.79,0.93
etherboot.csv,0.75,0.78,1.0,0.78,0.05,0.85,0.76,0.89,0.65,0.72,0.68,0.57,0.62,0.93
ffigo.csv,0.59,0.6,0.77,0.7,0.52,0.68,0.61,0.59,0.65,0.6,0.53,0.05,0.57,0.47
freebios.csv,0.71,0.48,0.81,0.8,0.68,0.56,0.04,0.77,0.75,0.66,0.73,0.69,0.8,0.6
gebr.csv,0.79,0.84,0.78,0.61,0.68,0.91,0.95,0.03,0.59,0.92,0.82,0.54,0.72,0.81
gnukeda.csv,0.58,0.44,0.9,0.0,0.86,0.63,0.72,0.55,0.59,0.8,0.53,0.58,0.53,0.72
gstreamer.csv,0.66,0.42,0.65,0.57,0.62,0.76,0.68,0.55,0.66,0.74,0.62,0.51,0.02,0.45
jnode.csv,1.0,1.0,0.13,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
metacosm.csv,0.61,0.55,0.72,0.65,0.75,0.5,0.88,0.86,0.63,0.83,0.62,0.62,0.79,0.07
openmeetings.csv,0.87,0.05,0.63,0.95,0.96,0.81,0.96,0.71,1.0,0.99,0.92,0.99,0.97,0.64
pgui.csv,0.75,0.65,0.77,0.8,0.73,0.75,0.9,0.79,0.49,0.8,0.09,0.84,0.82,0.75
wxcrp.csv,0.13,0.59,0.42,0.78,0.87,0.59,0.86,0.81,0.71,0.83,0.88,0.77,0.59,0.71
