,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.78,0.22,0.12,0.72,0.7,0.1,0.69,0.92
enlightenment.csv,0.66,0.23,0.13,0.71,0.52,0.08,0.67,0.74
ffigo.csv,0.73,0.25,0.1,0.0,0.0,0.0,0.83,0.0
ildjit.csv,0.7,0.51,0.14,0.55,0.47,0.0,0.62,0.79
jfreereport.csv,0.85,0.1,0.26,0.73,0.6,0.0,0.88,1.0
psycle.csv,0.81,0.16,0.18,0.62,0.55,0.12,0.78,0.85
wikipediardware.csv,0.78,0.16,0.13,0.62,0.51,0.09,0.64,0.94
wxjs.csv,0.75,0.0,0.06,0.0,0.0,0.31,0.0,0.0
