,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,5.0,3.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,2.0
flexpay.csv,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0
jstock.csv,1.0,3.0,24.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0
keyczar.csv,1.0,1.0,9.0,2.0,6.0,5.0,1.0,6.0,1.0,0.0
modellus.csv,5.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
open-data-kit.csv,4.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0
phet.csv,3.0,3.0,2.0,0.0,3.0,2.0,5.0,5.0,1.0,3.0
qtractor.csv,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0
sumatrapdf.csv,5.0,0.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0
synergyspace.csv,7.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
