,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.67,0.36,0.36,0.72
jajuk.csv,0.78,0.33,0.42,0.76
vapor.csv,0.6,0.26,0.47,0.46
zorannt.csv,0.62,0.41,0.3,0.74
