,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.36,0.44,0.41,0.42,0.58,0.45
kmess.csv,0.49,0.42,0.63,0.49,0.56,0.49
minig.csv,0.56,0.42,0.57,0.48,0.59,0.48
ossbuild.csv,0.89,0.73,0.75,0.97,0.9,0.62
rezilla.csv,0.68,0.36,0.34,0.32,0.42,0.42
webdriver.csv,0.91,0.53,0.62,0.61,0.6,0.51
