,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.09,0.55,0.72,0.0,0.96,0.2
kmess.csv,0.49,0.61,0.45,0.58,0.49,1.0
minig.csv,0.39,0.64,1.0,0.53,0.52,0.64
ossbuild.csv,0.13,0.49,0.43,0.92,0.19,0.55
rezilla.csv,1.0,0.54,0.69,0.25,0.63,0.2
webdriver.csv,0.19,0.97,0.46,0.68,0.4,0.6
