,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.66,0.0,0.86,0.67
emftriple.csv,0.12,0.91,0.07,0.23
fluent-nhibernate.csv,0.71,0.0,0.91,0.44
gpsmid.csv,0.84,0.52,0.87,0.68
