,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.67,0.0,0.94,0.65
emftriple.csv,0.1,0.91,0.06,0.19
fluent-nhibernate.csv,0.73,0.0,0.94,0.39
gpsmid.csv,0.84,0.64,0.94,0.73
