,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.24,0.5,0.0,0.34,0.32,0.13,0.29,0.62,0.0,0.17,0.33,0.53,0.07
bacula.csv,0.49,0.58,0.1,0.45,0.54,0.23,0.29,0.85,0.75,0.39,0.58,0.23,0.18
elmo.csv,0.5,0.65,0.11,0.69,0.66,0.24,0.29,0.63,0.71,0.33,0.53,0.23,0.16
jajuk.csv,0.48,0.53,0.07,0.44,0.79,0.21,0.31,0.67,0.74,0.4,0.63,0.31,0.15
ktc.csv,0.69,0.73,0.1,0.64,0.75,0.27,0.37,0.82,0.73,0.59,0.64,0.19,0.2
neoengine.csv,0.49,0.62,0.07,0.62,0.62,0.22,0.29,0.76,0.68,0.4,0.5,0.26,0.14
omseek.csv,0.76,0.61,0.0,0.67,0.83,0.67,0.33,0.0,0.82,0.81,0.67,0.0,0.28
pcgen.csv,0.51,0.54,0.11,0.54,0.57,0.15,0.3,0.86,0.67,0.35,0.68,0.27,0.19
rosegarden.csv,0.65,0.7,0.09,0.41,0.72,0.21,0.29,1.0,0.73,0.55,0.47,0.27,0.18
selenium.csv,0.6,0.71,0.06,0.55,0.75,0.24,0.38,0.78,0.73,0.42,0.62,0.29,0.22
vapor.csv,0.0,0.54,0.12,0.62,0.85,0.2,0.47,0.73,0.69,0.61,1.0,0.33,0.2
zorannt.csv,0.46,0.53,0.12,0.82,0.7,0.33,0.23,0.65,0.69,0.33,0.65,0.14,0.13
zscreen.csv,0.52,0.51,0.11,0.52,0.49,0.23,0.35,0.88,0.87,0.41,0.45,0.26,0.16
