,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.66,0.37,0.01,0.1,0.75,0.49,0.52,0.22,0.0,0.54,0.54,0.23,0.56
bacula.csv,0.53,0.72,0.42,0.47,0.62,0.46,0.51,0.19,0.47,0.46,0.2,0.98,0.28
elmo.csv,0.36,0.2,0.37,0.11,0.28,0.45,0.62,0.41,0.37,0.47,0.42,0.41,0.52
jajuk.csv,0.66,0.96,0.37,0.61,0.19,0.58,0.59,0.48,0.61,0.44,0.25,0.59,0.51
ktc.csv,0.23,0.24,0.28,0.22,0.2,0.29,0.37,0.07,0.43,0.16,0.22,0.37,0.31
neoengine.csv,0.45,0.33,0.96,0.25,0.44,0.45,0.83,0.44,0.92,0.33,0.56,0.86,0.65
omseek.csv,0.06,0.22,0.01,0.05,0.08,0.04,0.14,0.0,0.16,0.02,0.1,0.13,0.2
pcgen.csv,0.39,0.83,0.25,0.34,0.31,0.85,0.66,0.07,1.0,0.52,0.21,0.85,0.44
rosegarden.csv,0.28,0.3,0.31,0.82,0.25,0.39,0.55,0.0,0.45,0.22,0.6,0.66,0.41
selenium.csv,0.36,0.3,0.22,0.32,0.19,0.38,0.37,0.19,0.45,0.4,0.26,0.6,0.26
vapor.csv,0.0,0.69,0.33,0.19,0.01,0.61,0.24,0.11,0.78,0.04,0.0,0.05,0.35
zorannt.csv,0.34,0.39,0.43,0.02,0.18,0.23,0.46,0.48,0.31,0.14,0.21,0.4,0.47
zscreen.csv,0.5,0.7,0.12,0.35,0.84,0.4,0.51,0.19,0.08,0.37,0.75,1.0,0.47
